AirlineID,ProductCode,ProductDescription,CommodityCode,CommodityDescription,SpecialHandlingCodes
176,GCR,General Airfreight,2350,HATS
176,GCR,General Airfreight,2360,"STOCKINGS, ANKLETS, PEDS, SOCKS"
176,GCR,General Airfreight,2367,"HOSE, PANTYHOSE"
176,GCR,General Airfreight,2408,"SHIRTS, BLOUSES, UNDERWEAR"
176,GCR,General Airfreight,2415,SHOES
176,GCR,General Airfreight,2417,*****SHOE UPPERS
176,GCR,General Airfreight,2418,"SHOES ANDSLIPPERS-FINISHED,SOLES,HEELS ANDUPPERS EXCL ANY OTHER"
176,GCR,General Airfreight,2420,"SHOES, SLIPPERS"
176,GCR,General Airfreight,2422,*****SHOES AND SLIPPERS
176,GCR,General Airfreight,2426,"SOLES  FOR SHOES, SLIPPERS "
176,GCR,General Airfreight,2451,*****WOOLLEN KNITTED SWEATERS AND DRESSES
176,GCR,General Airfreight,2452,"PULLOVERS, CARDIGANS"
176,GCR,General Airfreight,2455,WEARING APPAREL  KNITTED 
176,GCR,General Airfreight,2460,*****UNDERWEAR
176,GCR,General Airfreight,2461,"UNDERWEAR, SWIMWEAR, BODY SUPPORTING GARMENTS"
176,GCR,General Airfreight,2500,"DRAWNWORK, NEEDLEWORK, EMBROIDERIES, LACE"
176,GCR,General Airfreight,2503,"HANDBAGS, GLOVES"
176,GCR,General Airfreight,2600,TEXTILE ARTICLES  FNSHD/EXCL WEARING APPAREL 
176,GCR,General Airfreight,2627,GAS MANTLES
176,GCR,General Airfreight,2700,"HAIR, HAIR MANUFACTURES"
176,GCR,General Airfreight,2741,"TOUPEES,WIGS,SWITCHES,FALSE EYELASHES"
176,GCR,General Airfreight,2800,TEXTILE FURNISHINGS
176,GCR,General Airfreight,2810,"BEDSHEETS, PILLOW CASES AND TOWELS"
176,GCR,General Airfreight,2811,"BLANKETS,BEDSHEETS/SPREADS,PILLOW CASES,MOSQUITO NETS,TOWELS"
176,GCR,General Airfreight,2830,"UPHOLSTERY,CURTAINS,DRAPERS"
176,GCR,General Airfreight,2846,*****TOWELS
176,GCR,General Airfreight,2865,"CARPETS, RUGS"
176,GCR,General Airfreight,2870,FELT BASE FLOOR COVERING
176,GCR,General Airfreight,2920,CANVAS ARTICLES
176,GCR,General Airfreight,2949,"***** CLOTH BLANKETS,CLOTH SLEEPING BAGS"
176,GCR,General Airfreight,3001,METALLIZED PLASTIC/PAPER FOILS
176,GCR,General Airfreight,3002,"METAL INGOTS/GRAIN  SEMI-FINISHED  SHEET, FOIL, POWDER, SPO"
176,GCR,General Airfreight,3004,WIRE CLOTH
176,GCR,General Airfreight,3011,"PLATINOID MINERAL CONCENTRADES, MATTE"
176,GCR,General Airfreight,3013,"METAL DIE-CAST ALLOYS  EXCL GOLD, PLATINUM, PLATINUM ALLOYS "
176,GCR,General Airfreight,3015,"SILVER-BULLION,INGOTS,SPECIE,GRAIN,FOIL."
176,GCR,General Airfreight,3025,"METAL WARES  EXCL GOLD, PLATINUM, PLATINUM MTRLS "
176,GCR,General Airfreight,3027,"METAL WARES  EXCL SILVER, GOLD PLATINUM, PLATINUM MTRLS "
176,GCR,General Airfreight,3030,COPPER MANUFACTURS
176,GCR,General Airfreight,3032,"COPPER IN SLABS, SEMI-FINISHD PRODS,PLATES,SHEETS,WIRE,ROD,"
176,GCR,General Airfreight,3034,COPPER ORE
176,GCR,General Airfreight,3038,"COPPER WIRE, COPPER CABLE"
176,GCR,General Airfreight,3047,"SILVER TABLEWARE,SILVERCUTLERY,SILVER TROPHIES"
176,GCR,General Airfreight,3050,BRASS MANUFACTURS
176,GCR,General Airfreight,3051,"ALUMINIUM TUBINGS, PLASTIC TUBINGS"
176,GCR,General Airfreight,3052,"TUBE FITTNGS, THERMOPLASTIC TUBES, TUBING TOOLS, TUBE VALVES"
176,GCR,General Airfreight,3060,ALUMINIUM MANUFACTURES
176,GCR,General Airfreight,3075,"EXTRUSIONS,HONEYCOMB SHEETS,SHEETS,FOIL,PLATES,TUBES,RODS,"
176,GCR,General Airfreight,3094,"TUNGSTEN,TUNGSTN CARBIDE POWDER,TNGSTN CONCNTRATS,TANTALUM"
176,GCR,General Airfreight,3096,"SHEETS,TUBING,WIRE-MADE OF TUNGSTEN,TANTALU,MOLYBDENUM"
176,GCR,General Airfreight,3100,CUTLERY
176,GCR,General Airfreight,3101,"CUTLER, FORKS, SPOONS EXCLDG SILVERWARE"
176,GCR,General Airfreight,3126,RAZOR BLADES
176,GCR,General Airfreight,3127,"RAZORS, RAZOR BLADES         "
176,GCR,General Airfreight,3150,"TABLE FLATWARE, BRONZEWARE"
176,GCR,General Airfreight,3153,"ELECTROPLATED NICKEL SILVERWARE,TABLEWARE,TROPHIES,CUPS,MEDA"
176,GCR,General Airfreight,3161,PEWTER PRODUCTS
176,GCR,General Airfreight,3200,"TOOLS  INCLUDING RAZOR BLADES , CUTLERY"
176,GCR,General Airfreight,3206,"LAWN SPRINKLERS,PISTOL NOZZLE/CONNECTORS,BASES USD FOR SPRIN"
176,GCR,General Airfreight,3236,DRILL BITS
176,GCR,General Airfreight,3271,"RIVETING TOOLS, RIVETS"
176,GCR,General Airfreight,3300,HARDWARE
176,GCR,General Airfreight,3320,BUILDING FIXTURES AND FITTINGS
176,GCR,General Airfreight,3321,"BUILDING MTRLS, FIXTURS, FITTNGS, EXCLDG TOOLS"
176,GCR,General Airfreight,3323,SCAFFOLDING
176,GCR,General Airfreight,3341,BATHROOM SHOWER SETS
176,GCR,General Airfreight,3400,HOUSEHOLD/TABLE/KITCHEN /HOSPITAL UTENSILS
176,GCR,General Airfreight,3404,"TABLE/KITCHEN UTENSLS OF STNLESS STEEL EXCL MACHI,ELEC EQPT"
176,GCR,General Airfreight,3409,"KITCHEN/TABLE UTENSLS,VASES EXCL ELECTRIC EQUIPMENT"
176,GCR,General Airfreight,3411,METAL KITCHENWARE
176,GCR,General Airfreight,3500,"METAL FURNITURE, METAL FIXTURES"
176,GCR,General Airfreight,3501,"DOOR LOCKS, HANDLES"
176,GCR,General Airfreight,3503,"PUMPING FIXTURES, PIPE FIXTURES"
176,GCR,General Airfreight,3504,HARDWARE FOR FURNITURE
176,GCR,General Airfreight,3574,PARTS FOR REFRIGERATORS/COOKERS
176,GCR,General Airfreight,3890,COBALT
176,GCR,General Airfreight,3895,"ORE  EXCLUDING GOLD, SILVER, PLATINUM "
176,GCR,General Airfreight,3896,SILVER ORE
176,GCR,General Airfreight,3900,METAL PRODUCTS  MISCELLANEOUS 
176,GCR,General Airfreight,3909,WELDING SUPPLIES
176,GCR,General Airfreight,3963,"MOULDS, DIES"
176,GCR,General Airfreight,3969,LOCKS
176,GCR,General Airfreight,3973,"DRESSMAKES SUPPLIES  EXCL TEXTILES,CLOTHINGS "
176,GCR,General Airfreight,3976,STEEL STAPLES
176,GCR,General Airfreight,3991,"CABLES,MESH,RIVET,SHEETS,TUBNGS,WIRE EXCL GOLD,SILVER,PLATIN"
176,GCR,General Airfreight,3993,"TITANIUM ALLOYS, NICKEL ALLOYS"
176,GCR,General Airfreight,4000,"MOTORS,MACHNS,SURFC VEHCLS,ELE/MECH EQPT,TEXTLS,CHMCLS,COMPU"
176,GCR,General Airfreight,4010,"BUSI/OFC MACHI INCL TOOLS,SURFC VHCLS EXCL STEAM/MOTORSHIP M"
176,GCR,General Airfreight,4105,AIRCRAFT
176,GCR,General Airfreight,4107,HELICOPTER SPARES
176,GCR,General Airfreight,4108,AIRCRAFT PARTS  EXCL AIRCRAFT ENGINES 
176,GCR,General Airfreight,4109,"A/CRAFT ENGNS,PARTS EXCL TAIL ASSMBLS,STABLISRS,WINGS,FUSELA"
176,GCR,General Airfreight,4110,"AIRCRAFT ENGINES,AIRCRAFT PARTS EXCL.FUSELAGES, WINGS "
176,GCR,General Airfreight,4112,"A/CRAFT ENGNS/PARTS INCL ACCESSRS EXCL OVRHAUL/MAINT TOOLS,S"
176,GCR,General Airfreight,4119,AIRCRAFT PARTS
176,GCR,General Airfreight,4120,AIRCRAFT ENGINE PARTS
176,GCR,General Airfreight,4122,"COMPOSITE MATERIAL,PAINTS-FOR AIRCRAFT"
176,GCR,General Airfreight,4123,AIRCRAFT PARTS  INCLDG ACCESSORIES 
176,GCR,General Airfreight,4180,*****OUTBOARD MOTORS FOR BOATS
176,GCR,General Airfreight,4181,OUTBOARD MOTORS  INCL ACCESSORIES 
176,GCR,General Airfreight,4200,"SURFACE VEHICLES,PARTS,ACCESSORIES"
176,GCR,General Airfreight,4201,SURFAC VEHICLS EXCL STEAMSHIP/MOTORSHIP PARTS 
176,GCR,General Airfreight,4202,*****AUTOMOBILES AND AGRICULTURAL MACHINERY
176,GCR,General Airfreight,4203,VEHICLES AND ACCESSORIES EXCL STEAM/MOTOR/RAIL/ARGI.MACH.PARTS
176,GCR,General Airfreight,4204,"PARTS OF AUTOMOBILES,MOTORSCOOTERS/CYCLES ANDAGRI MACHINES"
