unid,var,nameADR,qdtADR,ccodeADR,classADR,labelADR,pgADR,lqADR,sprovADR,eqADR,piADR,mixpADR,ppADR,tiADR,adrtADR,tpADR,adrtpADR,tankvADR,tcatADR,pprovADR,bprovADR,lprovADR,oprovADR,hinADR
3191,b,"SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.",,ST4,4.2,4.2+6.1,III,0,274,E1,P002 IBC08 R001,MP14,B3,T1,SGAN,TP33,,AT,3 (E),V1,,CV28,,46
3192,a,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.",,SC4,4.2,4.2+8,II,0,274,E2,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,48
3192,b,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.",,SC4,4.2,4.2+8,III,0,274,E1,P002 IBC08 R001,MP14,B3,T1,SGAN,TP33,,AT,3 (E),V1,,,,48
3194,,"PYROPHORIC LIQUID, INORGANIC, N.O.S.",,S3,4.2,4.2,I,0,274,E0,P400,MP2,,,L21DH,,TU14 TC1 TE21 TM1,AT,0 (B/E),V1,,,S20,333
3200,,"PYROPHORIC SOLID, INORGANIC, N.O.S.",,S4,4.2,4.2,I,0,274,E0,P404,MP13,,T21,,TP7 TP33,,AT,0 (B/E),V1,,,S20,43
3205,a,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.",,S4,4.2,4.2,II,0,183 274,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
3205,b,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.",,S4,4.2,4.2,III,0,183 274,E1,P002 IBC08 LP02 R001,MP14,B3,T1,SGAN,TP33,,AT,3 (E),V1,,,,40
3206,a,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.",,SC4,4.2,4.2+8,II,0,182 274,E2,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,48
3206,b,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.",,SC4,4.2,4.2+8,III,0,182 274,E1,P002 IBC08 R001,MP14,B3,T1,SGAN,TP33,,AT,3 (E),V1,,,,48
3208,a,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",,W2,4.3,4.3,I,0,274 557,E0,P403 IBC99,MP2,,,,,,,1 (E),V1,,CV23,S20,
3208,b,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",,W2,4.3,4.3,II,500 g,274 557,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
3208,c,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",,W2,4.3,4.3,III,1 kg,274 557,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
3209,a,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",,WS,4.3,4.3+4.2,I,0,274 558,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
3209,b,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",,WS,4.3,4.3+4.2,II,0,274 558,E0,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
3209,c,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",,WS,4.3,4.3+4.2,III,0,274 558,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
3210,a,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,274 351,E2,P504 IBC02,MP2,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3210,b,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,274 351,E1,P504 IBC02 R001,MP2,,T4,LGBV,TP1,TU3,AT,3 (E),,,CV24,,50
3211,a,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,,E2,P504 IBC02,MP2,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3211,b,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,,E1,P504 IBC02 R001,MP2,,T4,LGBV,TP1,TU3,AT,3 (E),,,CV24,,50
3212,a,"HYPOCHLORITES, INORGANIC, N.O.S.",,O2,5.1,5.1,II,1 kg,274 349,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
3212,b,"HYPOCHLORITES, INORGANIC, N.O.S.",,O2,5.1,5.1,II,1 kg,274 349,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
3213,a,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,274 350,E2,P504 IBC02,MP2,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3213,b,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,274 350,E1,P504 IBC02 R001,MP15,,T4,LGBV,TP1,TU3,AT,3 (E),,,CV24,,50
3214,,"PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,274 353,E2,P504 IBC02,MP2,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3215,a,"PERSULPHATES, INORGANIC, N.O.S.",,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
3215,b,"PERSULPHATES, INORGANIC, N.O.S.",,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
3216,,"PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,,E1,P504 IBC02 R001,MP15,,T4,LGBV,TP1 TP29,TU3,AT,3 (E),,,CV24,,50
3218,a,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,270 511,E2,P504 IBC02,MP15,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3218,b,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,270 511,E1,P504 IBC02 R001,MP15,,T4,LGBV,TP1,TU3,AT,3 (E),,,CV24,,50
3219,a,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,II,1 L,103 274,E2,P504 IBC01,MP15,,T4,L4BN,TP1,TU3,AT,2 (E),,,CV24,,50
3219,b,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",,O1,5.1,5.1,III,5 L,103 274,E1,P504 IBC02 R001,MP15,,T4,LGBV,TP1,TU3,AT,3 (E),,,CV24,,50
3220,a,PENTAFLUOROETHANE,,2A,2,2.2,,120 mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
3220,b,REFRIGERANT GAS R 125,,2A,2,2.2,,120 mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
3221,a,SELF-REACTIVE LIQUID TYPE B,,SR1,4.1,4.1+1,,25 mL,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V1,,CV15 CV20 CV22,S9 S17,
3221,b,SELF-REACTIVE LIQUID TYPE B,,SR1,4.1,4.1+1,,25 mL,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V1,,CV15 CV20 CV22,S9 S17,
3222,a,SELF-REACTIVE SOLID TYPE B,,SR1,4.1,4.1+1,,100 g,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V1,,CV15 CV20 CV22,S9 S17,
3222,b,SELF-REACTIVE SOLID TYPE B,,SR1,4.1,4.1+1,,100 g,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V1,,CV15 CV20 CV22,S9 S17,
3223,,SELF-REACTIVE LIQUID TYPE C,,SR1,4.1,4.1,,25 mL,194 274,E0,P520,MP2,PP21 PP94 PP95,,,,,,1 (D),V1,,CV15 CV20 CV22,S8 S18,
3224,,SELF-REACTIVE SOLID TYPE C,,SR1,4.1,4.1,,100 g,194 274,E0,P520,MP2,PP21 PP94 PP95,,,,,,1 (D),V1,,CV15 CV20 CV22,S8 S18,
3225,,SELF-REACTIVE LIQUID TYPE D,,SR1,4.1,4.1,,125 mL,194 274,E0,P520,MP2,,,,,,,2 (D),V1,,CV15 CV22,S19,
3226,,SELF-REACTIVE SOLID TYPE D,,SR1,4.1,4.1,,500 g,194 274,E0,P520,MP2,,,,,,,2 (D),V1,,CV15 CV22,S19,
3227,,SELF-REACTIVE LIQUID TYPE E,,SR1,4.1,4.1,,125 mL,194 274,E0,P520,MP2,,,,,,,2 (D),V1,,CV15 CV22,,
3228,,SELF-REACTIVE SOLID TYPE E,,SR1,4.1,4.1,,500 g,194 274,E0,P520,MP2,,,,,,,2 (D),V1,,CV15 CV22,,
3229,,SELF-REACTIVE LIQUID TYPE F,,SR1,4.1,4.1,,125 mL,194 274,E0,P520 IBC99,MP2,,T23,,,,AT,2 (D),V1,,CV15 CV22,,40
3230,,SELF-REACTIVE SOLID TYPE F,,SR1,4.1,4.1,,500 g,194 274,E0,P520 IBC99,MP2,,T23,,,,AT,2 (D),V1,,CV15 CV22,,40
3231,a,"SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED",,SR2,4.1,4.1+1,,0,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V8,,CV15 CV20 CV21 CV22,S4 S9 S16,
3231,b,"SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED",,SR2,4.1,4.1+1,,0,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V8,,CV15 CV20 CV21 CV22,S4 S9 S16,
3232,a,"SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED",,SR2,4.1,4.1+1,,0,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V8,,CV15 CV20 CV21 CV22,S4 S9 S16,
3232,b,"SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED",,SR2,4.1,4.1+1,,0,181 194 274,E0,P520,MP2,PP21,,,,,,1 (B),V8,,CV15 CV20 CV21 CV22,S4 S9 S16,
3233,,"SELF-REACTIVE LIQUID TYPE C, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,PP21,,,,,,1 (D),V8,,CV15 CV20 CV21 CV22,S4 S8 S17,
3234,,"SELF-REACTIVE SOLID TYPE C, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,PP21,,,,,,1 (D),V8,,CV15 CV20 CV21 CV22,S4 S8 S17,
3235,,"SELF-REACTIVE LIQUID TYPE D, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,,,,,,1 (D),V8,,CV15 CV21 CV22,S4 S18,
3236,,"SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,,,,,,1 (D),V8,,CV15 CV21 CV22,S4 S18,
3237,,"SELF-REACTIVE LIQUID TYPE E, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,,,,,,1 (D),V8,,CV15 CV21 CV22,S4 S19,
3238,,"SELF-REACTIVE SOLID TYPE E, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,,,,,,1 (D),V8,,CV15 CV21 CV22,S4 S19,
3239,,"SELF-REACTIVE LIQUID TYPE F, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,T23,,,,AT,1 (D),V8,,CV15 CV21 CV22,S4,40
3240,,"SELF-REACTIVE SOLID TYPE F, TEMPERATURE CONTROLLED",,SR2,4.1,4.1,,0,194 274,E0,P520,MP2,,T23,,,,AT,1 (D),V8,,CV15 CV21 CV22,S4,40
3241,,"2-BROMO-2-NITROPROPANE-1,3-DIOL",,SR1,4.1,4.1,III,5 kg,638,E1,P520 IBC08,MP2,PP22 B3,,,,,,3 (D),,,CV14,S24,
3242,,AZODICARBONAMIDE,,SR1,4.1,4.1,II,1 kg,215 638,E0,P409,MP2,,T3,,TP33,,AT,2 (D),,,CV14,S24,40
3243,,"SOLIDS CONTAINING TOXIC LIQUID, N.O.S.",,T9,6.1,6.1,II,500 g,217 274 601,E4,P002 IBC02,MP10,PP9,T3 BK1 BK2,SGAH,TP33,TU15 TE19,AT,2 (D/E),,VC1 VC2 AP7,CV13 CV28,S9 S19,60
3244,,"SOLIDS CONTAINING CORROSIVE LIQUID, N.O.S.",,C10,8,8,II,1 kg,218 274,E2,P002 IBC05,MP10,PP9,T3 BK1 BK2,SGAV,TP33,,AT,2 (E),,VC1 VC2 AP7,,,80
3245,a,GENETICALLY MODIFIED MICROORGANISMS,,M8,9,9,,0,219 637,E0,P904 IBC08,MP6,,,,,,,2 (E),,,CV1 CV13 CV26 CV27 CV28,S17,
3245,b,GENETICALLY MODIFIED ORGANISMS,,M8,9,9,,0,219 637,E0,P904 IBC08,MP6,,,,,,,2 (E),,,CV1 CV13 CV26 CV27 CV28,S17,
3246,,METHANESULPHONYL CHLORIDE,,TC1,6.1,6.1+8,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2,TU14 TU15 TE19 TE21,AT,1 (C/D),,,CV1 CV13 CV28,S9 S14,668
3247,,"SODIUM PEROXOBORATE, ANHYDROUS",,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
3248,a,"MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.",,FT1,3,3+6.1,II,1 L,220 221 601,E2,P001,MP19,,,L4BH,,TU15,FL,2 (D/E),,,CV13 CV28,S2 S19,336
3248,b,"MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.",,FT1,3,3+6.1,III,5 L,220 221 601,E1,P001 R001,MP19,,,L4BH,,TU15,FL,3 (D/E),,,CV13 CV28,S2,36
3249,a,"MEDICINE, SOLID, TOXIC, N.O.S.",,T2,6.1,6.1,II,500 g,221 601,E4,P002,MP10,,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3249,b,"MEDICINE, SOLID, TOXIC, N.O.S.",,T2,6.1,6.1,III,5 kg,221 601,E1,P002 LP02 R001,MP10,,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
3250,,"CHLOROACETIC ACID, MOLTEN",,TC1,6.1,6.1+8,II,0,,E0,,,,T7,L4BH,TP3 TP28,TU15 TC4 TE19,AT,0 (D/E),,,CV13,S9 S19,68
3251,,ISOSORBIDE-5-MONONITRATE,,SR1,4.1,4.1,III,5 kg,226 638,E0,P409,MP2,,,,,,,3 (D),,,CV14,S24,
3252,a,DIFLUOROMETHANE,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
3252,b,REFRIGERANT GAS R 32,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
3253,,DISODIUM TRIOXOSILICATE,,C6,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3254,,TRIBUTYLPHOSPHANE,,S1,4.2,4.2,I,0,,E0,P400,MP2,,T21,,TP2 TP7,,AT,0 (B/E),V1,,,S20,333
3255,,tert-BUTYL HYPOCHLORITE,,SC1,4.2,,,,,,,,,,Carriage prohibited,,,,,,,,,
3256,,"ELEVATED TEMPERATURE LIQUID, FLAMMABLE, N.O.S.","with flashpoint above 60°C, at or above its flashpoint",F2,3,3,III,0,274 560,E0,P099 IBC99,MP2,,T3,LGAV,TP3 TP29,TU35 TE24,FL,3 (D/E),,,,S2,30
3257,,"ELEVATED TEMPERATURE LIQUID, N.O.S.","at or above 100°C and below its flashpoint (including molten metals, molten salts, etc.)",M9,9,9,III,0,274 643 668,E0,P099 IBC99,,,T3,LGAV,TP3 TP29,TU35 TC7 TE6 TE14 TE24 (also TE18 if filled at a temperature higher than 190°C),AT,3 (D),,VC3,,,99
3258,,"ELEVATED TEMPERATURE SOLID, N.O.S.",at or above 240°C,M10,9,9,III,0,274 643,E0,P099 IBC99,,,,,,,,3 (D),,VC3,,,99
3259,a,"AMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN L10BH,TP33,,AT,1 (E),V10,,,S20,88
3259,b,"POLYAMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN L10BH,TP33,,AT,1 (E),V10,,,S20,88
3259,c,"AMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
3259,d,"POLYAMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
3259,e,"AMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3259,f,"POLYAMINES, SOLID, CORROSIVE, N.O.S.",,C8,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3260,a,"CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.",,C2,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN,TP33,,AT,1 (E),V10,,,S20,88
3260,b,"CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.",,C2,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
3260,c,"CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.",,C2,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3261,a,"CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.",,C4,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN L10BH,TP33,,AT,1 (E),V10,,,S20,88
3261,b,"CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.",,C4,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
3261,c,"CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.",,C4,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3262,a,"CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.",,C6,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN L10BH,TP33,,AT,1 (E),V10,,,S20,88
3262,b,"CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.",,C6,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
3262,c,"CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.",,C6,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3263,a,"CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.",,C8,8,8,I,0,274,E0,P002 IBC07,MP18,,T6,S10AN L10BH,TP33,,AT,1 (E),V10,,,S20,88
3263,b,"CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.",,C8,8,8,II,1 kg,274,E2,P002 IBC08,MP10,B4,T3,SGAN L4BN,TP33,,AT,2 (E),V11,,,,80
3263,c,"CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.",,C8,8,8,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
3264,a,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.",,C1,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
3264,b,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.",,C1,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,TU42,AT,2 (E),,,,,80
3264,c,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.",,C1,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,TU42,AT,3 (E),V12,,,,80
3265,a,"CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",,C3,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
3265,b,"CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",,C3,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,AT,2 (E),,,,,80
3265,c,"CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",,C3,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
3266,a,"CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.",,C5,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
3266,b,"CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.",,C5,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,TU42,AT,2 (E),,,,,80
3266,c,"CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.",,C5,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,TU42,AT,3 (E),V12,,,,80
3267,a,"CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.",,C7,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
3267,b,"CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.",,C7,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,AT,2 (E),,,,,80
3267,c,"CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.",,C7,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
3268,,SAFETY DEVICES,electrically initiated,M5,9,9,,0,280 289,E0,P902 LP902,,,,,,,,4 (E),,,,,
3269,a,POLYESTER RESIN KIT,liquid base material,F3,3,3,II,5 L,236 340,See SP340,P302 R001,,,,,,,,2 (E),,,,S2 S20,
3269,b,POLYESTER RESIN KIT,liquid base material,F3,3,3,III,5 L,236 340,See SP340,P302 R001,,,,,,,,3 (E),,,,S2,
3270,,NITROCELLULOSE MEMBRANE FILTERS,"with not more than 12.6% nitrogen, by dry mass",F1,4.1,4.1,II,1 kg,237 286,E2,P411,MP11,,,,,,,2 (E),,,,,
3271,a,"ETHERS, N.O.S.",,F1,3,3,II,1 L,274,E2,P001 IBC02 R001,MP19,,T7,LGBF,TP1 TP8 TP28,,FL,2 (D/E),,,,S2 S20,33
3271,b,"ETHERS, N.O.S.",,F1,3,3,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T4,LGBF,TP1 TP29,,FL,3 (D/E),V12,,,S2,30
3272,a,"ESTERS, N.O.S.",,F1,3,3,II,1 L,274 601,E2,P001 IBC02 R001,MP19,,T7,LGBF,TP1 TP8 TP28,,FL,2 (D/E),,,,S2 S20,33
3272,b,"ESTERS, N.O.S.",,F1,3,3,III,5 L,274 601,E1,P001 IBC03 LP01 R001,MP19,,T4,LGBF,TP1 TP29,,FL,3 (D/E),V12,,,S2,30
3273,a,"NITRILES, FLAMMABLE, TOXIC, N.O.S.",,FT1,3,3+6.1,I,0,274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
3273,b,"NITRILES, FLAMMABLE, TOXIC, N.O.S.",,FT1,3,3+6.1,II,1 L,274,E2,P001 IBC02,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
3274,,"ALCOHOLATES SOLUTION, N.O.S.",in alcohol,FC,3,3+8,II,1 L,274,E2,P001 IBC02,MP19,,,L4BH,,,FL,2 (D/E),,,,S2 S20,338
3275,a,"NITRILES, TOXIC, FLAMMABLE, N.O.S.",,TF1,6.1,6.1+3,I,0,274 315,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,663
3275,b,"NITRILES, TOXIC, FLAMMABLE, N.O.S.",,TF1,6.1,6.1+3,II,100 mL,274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,63
3276,a,"NITRILES, LIQUID, TOXIC, N.O.S.",,T1,6.1,6.1,I,0,274 315,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3276,b,"NITRILES, LIQUID, TOXIC, N.O.S.",,T1,6.1,6.1,II,100 mL,274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
3276,c,"NITRILES, LIQUID, TOXIC, N.O.S.",,T1,6.1,6.1,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP1 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
3277,,"CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.",,TC1,6.1,6.1+8,II,100 mL,274 561,E4,P001 IBC02,MP15,,T8,L4BH,TP2 TP28,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
3278,a,"ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.",,T1,6.1,6.1,I,0,43 274 315,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
3278,b,"ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.",,T1,6.1,6.1,II,100 mL,43 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
