unno,var,nameRID,ClassRID,CCodeRID,pgRID,LabRID,spRID,lqRID,eqRID,piRID,ppRID,MixRID,tiRID,tpRID,trRID,sptRID,catRID,sppRID,spbRID,splRID,colisRID,hinRID,qdt
0392,b,HEXANITROSTILBENE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0393,,HEXOTONAL,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0394,a,"TRINITRORESORCINOL, WETTED",1,1.1D,,1+15,,0,E0,P112(a),PP26,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 20% water, or mixture of alcohol and water, by mass"
0394,b,"STYPHNIC ACID, WETTED",1,1.1D,,1+15,,0,E0,P112(a),PP26,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 20% water, or mixture of alcohol and water, by mass"
0395,,"ROCKET MOTORS, LIQUID FUELLED",1,1.2J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.2J,
0396,,"ROCKET MOTORS, LIQUID FUELLED",1,1.3J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.3J,
0397,,"ROCKETS, LIQUID FUELLED",1,1.1J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.1J,with bursting charge
0398,,"ROCKETS, LIQUID FUELLED",1,1.2J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.2J,with bursting charge
0399,,BOMBS WITH FLAMMABLE LIQUID,1,1.1J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.1J,with bursting charge
0400,,BOMBS WITH FLAMMABLE LIQUID,1,1.2J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.2J,with bursting charge
0401,a,DIPICRYL SULPHIDE,1,1.1D,,1+13,,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0401,b,DIPICRYL SULPHIDE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0401,c,DIPICRYL SULPHIDE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0402,a,AMMONIUM PERCHLORATE,1,1.1D,,1+13,152,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0402,b,AMMONIUM PERCHLORATE,1,1.1D,,1+13,152,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0403,,"FLARES, AERIAL",1,1.4G,,1.4,,0,E0,P135,,MP23,,,,,2,W2,,CW1,,1.4G,
0404,,"FLARES, AERIAL",1,1.4S,,1.4,,0,E0,P135,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0405,,"CARTRIDGES, SIGNAL",1,1.4S,,1.4,,0,E0,P135,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0406,,DINITROSOBENZENE,1,1.3C,,1+13,,0,E0,P114(b),,MP20,,,,,1,W2 W3,,CW1,,1.3C,
0407,,TETRAZOL-1-ACETIC ACID,1,1.4C,,1.4,,0,E0,P114(b),,MP20,,,,,2,W2,,CW1,,1.4C,
0408,,"FUZES, DETONATING",1,1.1D,,1+13,,0,E0,P141,,MP21,,,,,1,W2,,CW1,,1.1D,with protective features
0409,,"FUZES, DETONATING",1,1.2D,,1,,0,E0,P141,,MP21,,,,,1,W2,,CW1,,1.2D,with protective features
0410,,"FUZES, DETONATING",1,1.4D,,1.4,,0,E0,P141,,MP21,,,,,2,W2,,CW1,,1.4D,with protective features
0411,a,PENTAERYTHRITE TETRANITRATE,1,1.1D,,1+15,131,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0411,b,PENTAERYTHRITE TETRANITRATE,1,1.1D,,1+15,131,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0411,c,PENTAERYTHRITOL TETRANITRATE,1,1.1D,,1+15,131,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0411,d,PENTAERYTHRITOL TETRANITRATE,1,1.1D,,1+15,131,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0411,e,PETN,1,1.1D,,1+15,131,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0411,f,PETN,1,1.1D,,1+15,131,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 7% wax, by mass"
0412,,CARTRIDGES FOR WEAPONS,1,1.4E,,1.4,,0,E0,P130 LP101,PP67 L1,MP21,,,,,2,W2,,CW1,,1.4E,with bursting charge
0413,,"CARTRIDGES FOR WEAPONS, BLANK",1,1.2C,,1,,0,E0,P130 LP101,,MP22,,,,,1,W2,,CW1,,1.2C,
0414,,"CHARGES, PROPELLING, FOR CANNON",1,1.2C,,1,,0,E0,P130 LP101,,MP22,,,,,1,W2,,CW1,,1.2C,
0415,,"CHARGES, PROPELLING",1,1.2C,,1,,0,E0,P143,PP76,MP22,,,,,1,W2,,CW1,,1.2C,
0417,a,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE",1,1.3C,,1,,0,E0,P130 LP101,,MP22,,,,,1,W2,,CW1,,1.3C,
0417,b,"CARTRIDGES, SMALL ARMS",1,1.3C,,1,,0,E0,P130 LP101,,MP22,,,,,1,W2,,CW1,,1.3C,
0418,,"FLARES, SURFACE",1,1.1G,,1+13,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.1G,
0419,,"FLARES, SURFACE",1,1.2G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.2G,
0420,,"FLARES, AERIAL",1,1.1G,,1+13,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.1G,
0421,,"FLARES, AERIAL",1,1.2G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.2G,
0424,,PROJECTILES,1,1.3G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.3G,"inert, with tracer"
0425,,PROJECTILES,1,1.4G,,1.4,,0,E0,P130 LP101,PP67 L1,MP23,,,,,2,W2,,CW1,,1.4G,"inert, with tracer"
0426,,PROJECTILES,1,1.2F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.2F,with burster or expelling charge
0427,,PROJECTILES,1,1.4F,,1.4,,0,E0,P130 LP101,,MP23,,,,,2,W2,,CW1,,1.4F,with burster or expelling charge
0428,,"ARTICLES, PYROTECHNIC",1,1.1G,,1+13,,0,E0,P135,,MP23 MP24,,,,,1,W2,,CW1,,1.1G,for technical purposes
0429,,"ARTICLES, PYROTECHNIC",1,1.2G,,1,,0,E0,P135,,MP23 MP24,,,,,1,W2,,CW1,,1.2G,for technical purposes
0430,,"ARTICLES, PYROTECHNIC",1,1.3G,,1,,0,E0,P135,,MP23 MP24,,,,,1,W2,,CW1,,1.3G,for technical purposes
0431,,"ARTICLES, PYROTECHNIC",1,1.4G,,1.4,,0,E0,P135,,MP23 MP24,,,,,2,W2,,CW1,CE1,1.4G,for technical purposes
0432,,"ARTICLES, PYROTECHNIC",1,1.4S,,1.4,,0,E0,P135,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,for technical purposes
0433,a,"POWDER CAKE, WETTED",1,1.1C,,1+13,266,0,E0,P111,,MP20,,,,,1,W2,,CW1,,1.1C,"with not less than 17% alcohol, by mass"
0433,b,"POWDER PASTE, WETTED",1,1.1C,,1+13,266,0,E0,P111,,MP20,,,,,1,W2,,CW1,,1.1C,"with not less than 17% alcohol, by mass"
0434,,PROJECTILES,1,1.2G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,with burster or expelling charge
0435,,PROJECTILES,1,1.4G,,1.4,,0,E0,P130 LP101,PP67 L1,MP23,,,,,2,W2,,CW1,,1.4G,with burster or expelling charge
0436,,ROCKETS,1,1.2C,,1,,0,E0,P130 LP101,PP67 L1,MP22,,,,,1,W2,,CW1,,1.2C,with expelling charge
0437,,ROCKETS,1,1.3C,,1,,0,E0,P130 LP101,PP67 L1,MP22,,,,,1,W2,,CW1,,1.3C,with expelling charge
0438,,ROCKETS,1,1.4C,,1.4,,0,E0,P130 LP101,PP67 L1,MP22,,,,,2,W2,,CW1,,1.4C,with expelling charge
0439,,"CHARGES, SHAPED",1,1.2D,,1,,0,E0,P137,PP70,MP21,,,,,1,W2,,CW1,,1.2D,without detonator
0440,,"CHARGES, SHAPED",1,1.4D,,1.4,,0,E0,P137,PP70,MP21,,,,,2,W2,,CW1,,1.4D,without detonator
0441,,"CHARGES, SHAPED",1,1.4S,,1.4,347,0,E0,P137,PP70,MP23,,,,,4,W2,,CW1,CE1,1.4S,without detonator
0442,,"CHARGES, EXPLOSIVE, COMMERCIAL",1,1.1D,,1+13,,0,E0,P137,,MP21,,,,,1,W2,,CW1,,1.1D,without detonator
0443,,"CHARGES, EXPLOSIVE, COMMERCIAL",1,1.2D,,1,,0,E0,P137,,MP21,,,,,1,W2,,CW1,,1.2D,without detonator
0444,,"CHARGES, EXPLOSIVE, COMMERCIAL",1,1.4D,,1.4,,0,E0,P137,,MP21,,,,,2,W2,,CW1,,1.4D,without detonator
0445,,"CHARGES, EXPLOSIVE, COMMERCIAL",1,1.4S,,1.4,347,0,E0,P137,,MP23,,,,,4,W2,,CW1,CE1,1.4S,without detonator
0446,,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",1,1.4C,,1.4,,0,E0,P136,,MP22,,,,,2,W2,,CW1,,1.4C,
0447,,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",1,1.3C,,1,,0,E0,P136,,MP22,,,,,1,W2,,CW1,,1.3C,
0448,,5-MERCAPTOTETRAZOL-1-ACETIC ACID,1,1.4C,,1.4,,0,E0,P114(b),,MP20,,,,,2,W2,,CW1,,1.4C,
0449,,"TORPEDOES, LIQUID FUELLED",1,1.1J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.1J,with or without bursting charge
0450,,"TORPEDOES, LIQUID FUELLED",1,1.3J,,1+13,,0,E0,P101,,MP23,,,,,1,W2,,CW1,,1.3J,with inert head
0451,,TORPEDOES,1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,with bursting charge
0452,,"GRENADES, PRACTICE",1,1.4G,,1.4,,0,E0,P141,,MP23,,,,,2,W2,,CW1,,1.4G,hand or rifle
0453,,"ROCKETS, LINE-THROWING",1,1.4G,,1.4,,0,E0,P130 LP101,,MP23,,,,,2,W2,,CW1,,1.4G,
0454,,IGNITERS,1,1.4S,,1.4,,0,E0,P142,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0455,,"DETONATORS, NON-ELECTRIC",1,1.4S,,1.4,347,0,E0,P131,PP68,MP23,,,,,4,W2,,CW1,CE1,1.4S,for blasting
0456,,"DETONATORS, ELECTRIC",1,1.4S,,1.4,347,0,E0,P131,,MP23,,,,,4,W2,,CW1,CE1,1.4S,for blasting
0457,,"CHARGES, BURSTING, PLASTICS BONDED",1,1.1D,,1+13,,0,E0,P130 LP101,,MP21,,,,,1,W2,,CW1,,1.1D,
0458,,"CHARGES, BURSTING, PLASTICS BONDED",1,1.2D,,1,,0,E0,P130 LP101,,MP21,,,,,1,W2,,CW1,,1.2D,
0459,,"CHARGES, BURSTING, PLASTICS BONDED",1,1.4D,,1.4,,0,E0,P130 LP101,,MP21,,,,,2,W2,,CW1,,1.4D,
0460,,"CHARGES, BURSTING, PLASTICS BONDED",1,1.4S,,1.4,347,0,E0,P130 LP101,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0461,,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",1,1.1B,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.1B,
0462,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.1C,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.1C,
0463,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.1D,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.1D,
0464,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.1E,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.1E,
0465,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.1F,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.1F,
0466,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.2C,,1,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.2C,
0467,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.2D,,1,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.2D,
0468,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.2E,,1,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.2E,
0469,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.2F,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.2F,
0470,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.3C,,1,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.3C,
0471,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.4E,,1.4,178 274,0,E0,P101,,MP2,,,,,2,W2,,CW1,,1.4E,
0472,,"ARTICLES, EXPLOSIVE, N.O.S.",1,1.4F,,1.4,178 274,0,E0,P101,,MP2,,,,,2,W2,,CW1,,1.4F,
0473,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,
0474,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.1C,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2 W3,,CW1,,1.1C,
0475,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.1D,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2 W3,,CW1,,1.1D,
0476,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.1G,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2 W3,,CW1,,1.1G,
0477,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.3C,,1+13,178 274,0,E0,P101,,MP2,,,,,1,W2 W3,,CW1,,1.3C,
0478,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.3G,,1,178 274,0,E0,P101,,MP2,,,,,1,W2 W3,,CW1,,1.3G,
0479,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.4C,,1.4,178 274,0,E0,P101,,MP2,,,,,2,W2,,CW1,,1.4C,
0480,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.4D,,1.4,178 274,0,E0,P101,,MP2,,,,,2,W2,,CW1,,1.4D,
0481,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.4S,,1.4,178 274 347,0,E0,P101,,MP2,,,,,4,W2,,CW1,,1.4S,
0482,a,"SUBSTANCES, EXPLOSIVE, VERY INSENSITIVE, N.O.S.",1,1.5D,,1.5,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.5D,
0482,b,"SUBSTANCES, EVI, N.O.S.",1,1.5D,,1.5,178 274,0,E0,P101,,MP2,,,,,1,W2,,CW1,,1.5D,
0483,a,"CYCLOTRIMETHYLENETRINITRAMINE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,b,"CYCLOTRIMETHYLENETRINITRAMINE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,c,"CYCLONITE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,d,"CYCLONITE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,e,"HEXOGEN, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,f,"HEXOGEN, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,g,"RDX, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0483,h,"RDX, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,a,"CYCLOTETRAMETHYLENETETRANITRAMINE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,b,"CYCLOTETRAMETHYLENETETRANITRAMINE, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,c,"OCTOGEN, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,d,"OCTOGEN, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,e,"HMX, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0484,f,"HMX, DESENSITIZED",1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0485,,"SUBSTANCES, EXPLOSIVE, N.O.S.",1,1.4G,,1.4,178 274,0,E0,P101,,MP2,,,,,2,W2 W3,,CW1,,1.4G,
0486,a,"ARTICLES, EXPLOSIVE, EXTREMELY INSENSITIVE",1,1.6N,,1.6,,0,E0,P101,,MP23,,,,,2,W2,,CW1,,1.6N,
0486,b,"ARTICLES, EEI",1,1.6N,,1.6,,0,E0,P101,,MP23,,,,,2,W2,,CW1,,1.6N,
0487,,"SIGNALS, SMOKE",1,1.3G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.3G,
0488,,"AMMUNITION, PRACTICE",1,1.3G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.3G,
0489,a,DINITROGLYCOLURIL,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0489,b,DINITROGLYCOLURIL,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0489,c,DINGU,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0489,d,DINGU,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0490,a,NITROTRIAZOLONE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0490,b,NITROTRIAZOLONE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0490,c,NTO,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0490,d,NTO,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0491,,"CHARGES, PROPELLING",1,1.4C,,1.4,,0,E0,P143,PP76,MP22,,,,,2,W2,,CW1,,1.4C,
0492,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",1,1.3G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.3G,
0493,,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",1,1.4G,,1.4,,0,E0,P135,,MP23,,,,,2,W2,,CW1,,1.4G,
0494,,"JET PERFORATING GUNS, CHARGED",1,1.4D,,1.4,,0,E0,P101,,MP21,,,,,2,W2,,CW1,,1.4D,"oil well, without detonator"
0495,,"PROPELLANT, LIQUID",1,1.3C,,1+13,224,0,E0,P115,PP53 PP54 PP57 PP58,MP20,,,,,1,W2,,CW1,,1.3C,
0496,a,OCTONAL,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0496,b,OCTONAL,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0497,,"PROPELLANT, LIQUID",1,1.1C,,1+13,224,0,E0,P115,PP53 PP54 PP57 PP58,MP20,,,,,1,W2,,CW1,,1.1C,
0498,,"PROPELLANT, SOLID",1,1.1C,,1+13,,0,E0,P114(b),,MP20,,,,,1,W2,,CW1,,1.1C,
0499,,"PROPELLANT, SOLID",1,1.3C,,1+13,,0,E0,P114(b),,MP20,,,,,1,W2,,CW1,,1.3C,
0500,,"DETONATOR ASSEMBLIES, NON-ELECTRIC",1,1.4S,,1.4,347,0,E0,P131,,MP23,,,,,4,W2,,CW1,CE1,1.4S,for blasting
0501,,"PROPELLANT, SOLID",1,1.4C,,1.4,,0,E0,P114(b),,MP20,,,,,2,W2,,CW1,,1.4C,
0502,,ROCKETS,1,1.2C,,1,,0,E0,P130 LP101,PP67 L1,MP22,,,,,1,W2,,CW1,,1.2C,with inert head
0503,,"SAFETY DEVICES, PYROTECHNIC",1,1.4G,,1.4,235 289,0,E0,P135,,MP23,,,,,2,W2,,CW1,,1.4G,
0504,,1H-TETRAZOLE,1,1.1D,,1+13,,0,E0,P112(c),PP48,MP20,,,,,1,W2,,CW1,,1.1D,
0505,,"SIGNALS, DISTRESS",1,1.4G,,1.4,,0,E0,P135,,MP23 MP24,,,,,2,W2,,CW1,,1.4G,ship
0506,,"SIGNALS, DISTRESS",1,1.4S,,1.4,,0,E0,P135,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,ship
0507,,"SIGNALS, SMOKE",1,1.4S,,1.4,,0,E0,P135,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0508,,"1-HYDROXYBENZOTRIAZOLE, ANHYDROUS",1,1.3C,,1+13,,0,E0,P114(b),PP48 PP50,MP20,,,,,1,W2 W3,,CW1,,1.3C,"dry or wetted with less than 20% water, by mass"
0509,,"POWDER, SMOKELESS",1,1.4C,,1.4,,0,E0,P114(b),PP48,MP20 MP24,,,,,2,W2,,CW1,,1.4C,
0510,,ROCKET MOTORS,1,1.4C,,1.4,,0,E0,P130 LP101,PP67 L1,MP22,,,,,2,W2,,CW1,,1.4C,
0511,,"DETONATORS, ELECTRONIC",1,1.1B,,1+13,,0,E0,P131,,MP23,,,,,1,W2,,CW1,,1.1B,programmable for blasting
0512,,"DETONATORS, ELECTRONIC",1,1.4B,,1.4,,0,E0,P131,,MP23,,,,,2,W2,,CW1,,1.4B,programmable for blasting
0513,,"DETONATORS, ELECTRONIC",1,1.4S,,1.4,347,0,E0,P131,,MP23,,,,,4,W2,,CW1,CE1,1.4S,programmable for blasting
1001,,"ACETYLENE, DISSOLVED",2,4F,,2.1+13,662,0,E0,P200,,MP9,,,PxBN(M),TU17 TU38 TE22 TA4 TT9,2,,,CW9 CW10 CW36,CE2,239,
1002,,"AIR, COMPRESSED",2,1A,,2.2+13,392 397 655 662,120 mL,E1,P200,,MP9,(M),,CxBN(M),TA4 TT9,3,,,CW9 CW10,CE3,20,
1003,,"AIR, REFRIGERATED LIQUID",2,3O,,2.2+5.1+13,,0,E0,P203,,MP9,T75,TP5 TP22,RxBN,TU7 TU19 TA4 TT9 TM6,3,W5,,CW9 CW11 CW36,CE2,225,
1005,,"AMMONIA, ANHYDROUS",2,2TC,,2.3+8+13,23 379,0,E0,P200,,MP9,T50 (M),,PxBH(M),TU38 TE22 TE25 TA4 TT8 TT9 TM6,1,,,CW9 CW10 CW36,,268,
1006,,"ARGON, COMPRESSED",2,1A,,2.2+13,378 392 653 662,120 mL,E1,P200,,MP9,(M),,CxBN(M),TA4 TT9,3,,,CW9 CW10 CW36,CE3,20,
1008,a,BORON TRIFLUORIDE,2,2TC,,2.3+8+13,373,0,E0,P200,,MP9,(M),,PxBH(M),TU38 TE22 TE25 TA4 TT9 TT10 TM6,1,,,CW9 CW10 CW36,,268,
1008,b,BORON TRIFLUORIDE,2,2TC,,2.3+8+13,373,0,E0,P200,,MP9,(M),,PxBH(M),TU38 TE22 TE25 TA4 TT9 TT10 TM6,1,,,CW9 CW10 CW36,,268,
1009,a,BROMOTRIFLUOROMETHANE,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1009,b,REFRIGERANT GAS R 13B1,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1010,a,"BUTADIENES, STABILIZED",2,2F,,2.1+13,386 618 662 676,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,239,
1010,b,"BUTADIENES AND HYDROCARBON MIXTURE, STABILIZED",2,2F,,2.1+13,386 618 662 676,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,239,containing more than 40% butadienes
1011,,BUTANE,2,2F,,2.1+13,392 657 662 674,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,23,
1012,,BUTYLENE,2,2F,,2.1+13,398 662,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,23,
1013,,CARBON DIOXIDE,2,2A,,2.2+13,378 392 584 653 662,120 mL,E1,P200,,MP9,(M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1016,,"CARBON MONOXIDE, COMPRESSED",2,1TF,,2.3+2.1+13,,0,E0,P200,,MP9,(M),,CxBH(M),TU38 TE22 TE25 TA4 TT9,1,,,CW9 CW10 CW36,,263,
1017,,CHLORINE,2,2TOC,,2.3+5.1+8+13,,0,E0,P200,,MP9,T50 (M),TP19,P22DH(M),TU38 TE22 TE25 TA4 TT9 TT10 TM6,1,,,CW9 CW10 CW36,,265,
1018,a,CHLORODIFLUOROMETHANE,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1018,b,REFRIGERANT GAS R 22,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1020,a,CHLOROPENTAFLUOROETHANE,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1020,b,REFRIGERANT GAS R 115,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
1021,a,"1-CHLORO-1,2,2,2-TETRAFLUOROETHANE",2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
