UNNO,VARIANT,STANDARD,TYPE,COUNTRY,CODE,HASFLASHPOINTLOWER,FLASHPOINTLOWER,HASFLASHPOINTUPPER,FLASHPOINTUPPER
1312,,IMO,PSA,SG,3,1,23.0,1,60.0
1312,,IMO,PSA,SG,3,1,60.1,0,0
1287,b,IMO,PSA,SG,3,1,23,1,60
2297,,IMO,PSA,SG,3,1,23,1,60
2865,,IMO,PSA,SG,3,0,0,1,22.9
2865,,IMO,PSA,SG,3,1,23.0,1,60.0
2865,,IMO,PSA,SG,3,1,60.1,0,0
2342,,IMO,PSA,SG,2B,1,-26,1,22.9
174,,IMO,PSA,SG,2,0,0,1,-26.1
174,,IMO,PSA,SG,2,1,-26.0,1,22.9
174,,IMO,PSA,SG,2,1,23.0,1,60.0
174,,IMO,PSA,SG,2,1,60.1,0,0
3176,b,IMO,PSA,SG,2,0,0,1,-26.1
3176,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3176,b,IMO,PSA,SG,2,1,23.0,1,60.0
3176,b,IMO,PSA,SG,2,1,60.1,0,0
103,,IMO,PSA,SG,2,0,0,1,-26.1
103,,IMO,PSA,SG,2,1,-26.0,1,22.9
103,,IMO,PSA,SG,2,1,23.0,1,60.0
103,,IMO,PSA,SG,2,1,60.1,0,0
1481,b,IMO,PSA,SG,1D,0,0,1,-26.1
1481,b,IMO,PSA,SG,1D,1,-26.0,0,0
2649,,IMO,PSA,SG,2,0,0,1,-26.1
2649,,IMO,PSA,SG,2,1,-26.0,1,22.9
2649,,IMO,PSA,SG,2,1,23.0,1,60.0
2649,,IMO,PSA,SG,2,1,60.1,0,0
2838,,IMO,PSA,SG,2S,1,-26,1,22.9
1894,,IMO,PSA,SG,3,0,0,1,22.9
1894,,IMO,PSA,SG,3,1,23.0,1,60.0
1894,,IMO,PSA,SG,3,1,60.1,0,0
411,c,IMO,PSA,SG,1,0,0,0,0
1210,e,IMO,PSA,SG,3,1,23,1,60
1481,a,IMO,PSA,SG,1D,0,0,1,-26.1
1481,a,IMO,PSA,SG,1D,1,-26.0,0,0
1182,,IMO,PSA,SG,2,0,0,1,-26.1
1182,,IMO,PSA,SG,2,1,-26.0,1,22.9
1182,,IMO,PSA,SG,2,1,23.0,1,60.0
1182,,IMO,PSA,SG,2,1,60.1,0,0
3085,b,IMO,PSA,SG,1D,0,0,1,-26.1
3085,b,IMO,PSA,SG,1D,1,-26.0,0,0
289,,IMO,PSA,SG,2,0,0,1,-26.1
289,,IMO,PSA,SG,2,1,-26.0,1,22.9
289,,IMO,PSA,SG,2,1,23.0,1,60.0
289,,IMO,PSA,SG,2,1,60.1,0,0
1575,,IMO,PSA,SG,2,0,0,1,-26.1
1575,,IMO,PSA,SG,2,1,-26.0,1,22.9
1575,,IMO,PSA,SG,2,1,23.0,1,60.0
1575,,IMO,PSA,SG,2,1,60.1,0,0
385,b,IMO,PSA,SG,1,0,0,0,0
2660,,IMO,PSA,SG,3,0,0,1,22.9
2660,,IMO,PSA,SG,3,1,23.0,1,60.0
2660,,IMO,PSA,SG,3,1,60.1,0,0
3261,a,IMO,PSA,SG,2,0,0,1,-26.1
3261,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3261,a,IMO,PSA,SG,2,1,23.0,1,60.0
3261,a,IMO,PSA,SG,2,1,60.1,0,0
2583,a,IMO,PSA,SG,3,0,0,1,22.9
2583,a,IMO,PSA,SG,3,1,23.0,1,60.0
2583,a,IMO,PSA,SG,3,1,60.1,0,0
2967,,IMO,PSA,SG,3,0,0,1,22.9
2967,,IMO,PSA,SG,3,1,23.0,1,60.0
2967,,IMO,PSA,SG,3,1,60.1,0,0
3254,,IMO,PSA,SG,2,0,0,1,-26.1
3254,,IMO,PSA,SG,2,1,-26.0,1,22.9
3254,,IMO,PSA,SG,2,1,23.0,1,60.0
3254,,IMO,PSA,SG,2,1,60.1,0,0
1686,a,IMO,PSA,SG,2S,0,0,1,-26.1
1686,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
1686,a,IMO,PSA,SG,2S,1,23.0,1,60.0
1686,a,IMO,PSA,SG,2S,1,60.1,0,0
1157,,IMO,PSA,SG,2S,1,23,1,60
363,,IMO,PSA,SG,2,0,0,1,-26.1
363,,IMO,PSA,SG,2,1,-26.0,1,22.9
363,,IMO,PSA,SG,2,1,23.0,1,60.0
363,,IMO,PSA,SG,2,1,60.1,0,0
1704,,IMO,PSA,SG,2,0,0,1,-26.1
1704,,IMO,PSA,SG,2,1,-26.0,1,22.9
1704,,IMO,PSA,SG,2,1,23.0,1,60.0
1704,,IMO,PSA,SG,2,1,60.1,0,0
402,a,IMO,PSA,SG,1,0,0,0,0
2429,b,IMO,PSA,SG,2,0,0,1,-26.1
2429,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2429,b,IMO,PSA,SG,2,1,23.0,1,60.0
2429,b,IMO,PSA,SG,2,1,60.1,0,0
282,b,IMO,PSA,SG,1,0,0,0,0
1732,,IMO,PSA,SG,2,0,0,1,-26.1
1732,,IMO,PSA,SG,2,1,-26.0,1,22.9
1732,,IMO,PSA,SG,2,1,23.0,1,60.0
1732,,IMO,PSA,SG,2,1,60.1,0,0
1760,a,IMO,PSA,SG,2,0,0,1,-26.1
1760,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1760,a,IMO,PSA,SG,2,1,23.0,1,60.0
1760,a,IMO,PSA,SG,2,1,60.1,0,0
2443,,IMO,PSA,SG,2,0,0,1,-26.1
2443,,IMO,PSA,SG,2,1,-26.0,1,22.9
2443,,IMO,PSA,SG,2,1,23.0,1,60.0
2443,,IMO,PSA,SG,2,1,60.1,0,0
3246,,IMO,PSA,SG,2,0,0,1,-26.1
3246,,IMO,PSA,SG,2,1,-26.0,1,22.9
3246,,IMO,PSA,SG,2,1,23.0,1,60.0
3246,,IMO,PSA,SG,2,1,60.1,0,0
217,a,IMO,PSA,SG,1,0,0,0,0
3161,,IMO,PSA,SG,1D,0,0,1,-26.1
3161,,IMO,PSA,SG,1D,1,-26.0,0,0
3101,b,IMO,PSA,SG,1D,0,0,1,-26.1
3101,b,IMO,PSA,SG,1D,1,-26.0,0,0
2781,a,IMO,PSA,SG,2,0,0,1,-26.1
2781,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2781,a,IMO,PSA,SG,2,1,23.0,1,60.0
2781,a,IMO,PSA,SG,2,1,60.1,0,0
1601,b,IMO,PSA,SG,3,0,0,1,22.9
1601,b,IMO,PSA,SG,3,1,23.0,1,60.0
1601,b,IMO,PSA,SG,3,1,60.1,0,0
1601,b,IMO,PSA,SG,3,1,60.1,0,0
1828,,IMO,PSA,SG,2,0,0,1,-26.1
1828,,IMO,PSA,SG,2,1,-26.0,1,22.9
1828,,IMO,PSA,SG,2,1,23.0,1,60.0
1828,,IMO,PSA,SG,2,1,60.1,0,0
441,,IMO,PSA,SG,2,0,0,1,-26.1
441,,IMO,PSA,SG,2,1,-26.0,1,22.9
441,,IMO,PSA,SG,2,1,23.0,1,60.0
441,,IMO,PSA,SG,2,1,60.1,0,0
1922,,IMO,PSA,SG,2S,1,-26,1,22.9
1303,,IMO,PSA,SG,1S,0,0,1,-26.1
2869,a,IMO,PSA,SG,2,0,0,1,-26.1
2869,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2869,a,IMO,PSA,SG,2,1,23.0,1,60.0
2869,a,IMO,PSA,SG,2,1,60.1,0,0
2777,a,IMO,PSA,SG,2,0,0,1,-26.1
2777,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2777,a,IMO,PSA,SG,2,1,23.0,1,60.0
2777,a,IMO,PSA,SG,2,1,60.1,0,0
1288,a,IMO,PSA,SG,2S,1,-26,1,22.9
2388,,IMO,PSA,SG,2S,1,-26,1,22.9
1473,,IMO,PSA,SG,2,0,0,1,-26.1
1473,,IMO,PSA,SG,2,1,-26.0,1,22.9
1473,,IMO,PSA,SG,2,1,23.0,1,60.0
1473,,IMO,PSA,SG,2,1,60.1,0,0
1622,,IMO,PSA,SG,3,0,0,1,22.9
1622,,IMO,PSA,SG,3,1,23.0,1,60.0
1622,,IMO,PSA,SG,3,1,60.1,0,0
286,,IMO,PSA,SG,1,0,0,0,0
444,,IMO,PSA,SG,2,0,0,1,-26.1
444,,IMO,PSA,SG,2,1,-26.0,1,22.9
444,,IMO,PSA,SG,2,1,23.0,1,60.0
444,,IMO,PSA,SG,2,1,60.1,0,0
2869,b,IMO,PSA,SG,2,0,0,1,-26.1
2869,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2869,b,IMO,PSA,SG,2,1,23.0,1,60.0
2869,b,IMO,PSA,SG,2,1,60.1,0,0
2251,b,IMO,PSA,SG,2S,1,-26,1,22.9
1454,,IMO,PSA,SG,3,0,0,1,22.9
1454,,IMO,PSA,SG,3,1,23.0,1,60.0
1454,,IMO,PSA,SG,3,1,60.1,0,0
3327,c,IMO,PSA,SG,2,0,0,1,-26.1
3327,c,IMO,PSA,SG,2,1,-26.0,1,22.9
3327,c,IMO,PSA,SG,2,1,23.0,1,60.0
3327,c,IMO,PSA,SG,2,1,60.1,0,0
2909,b,IMO,PSA,SG,2,0,0,1,-26.1
2909,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2909,b,IMO,PSA,SG,2,1,23.0,1,60.0
2909,b,IMO,PSA,SG,2,1,60.1,0,0
486,a,IMO,PSA,SG,1,0,0,0,0
1106,a,IMO,PSA,SG,2S,1,-26,1,22.9
2614,,IMO,PSA,SG,3,1,23,1,60
1987,b,IMO,PSA,SG,3,1,23,1,60
3330,a,IMO,PSA,SG,2,0,0,1,-26.1
3330,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3330,a,IMO,PSA,SG,2,1,23.0,1,60.0
3330,a,IMO,PSA,SG,2,1,60.1,0,0
2294,,IMO,PSA,SG,3,0,0,1,22.9
2294,,IMO,PSA,SG,3,1,23.0,1,60.0
2294,,IMO,PSA,SG,3,1,60.1,0,0
2370,,IMO,PSA,SG,1S,0,0,1,-26.1
2370,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2370,,IMO,PSA,SG,2S,1,23.0,1,60.0
1234,,IMO,PSA,SG,1S,0,0,1,-26.1
2317,,IMO,PSA,SG,2,0,0,1,-26.1
2317,,IMO,PSA,SG,2,1,-26.0,1,22.9
2317,,IMO,PSA,SG,2,1,23.0,1,60.0
2317,,IMO,PSA,SG,2,1,60.1,0,0
371,,IMO,PSA,SG,2,0,0,1,-26.1
371,,IMO,PSA,SG,2,1,-26.0,1,22.9
371,,IMO,PSA,SG,2,1,23.0,1,60.0
371,,IMO,PSA,SG,2,1,60.1,0,0
3192,a,IMO,PSA,SG,2,0,0,1,-26.1
3192,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3192,a,IMO,PSA,SG,2,1,23.0,1,60.0
3192,a,IMO,PSA,SG,2,1,60.1,0,0
2570,c,IMO,PSA,SG,3,0,0,1,22.9
2570,c,IMO,PSA,SG,3,1,23.0,1,60.0
2570,c,IMO,PSA,SG,3,1,60.1,0,0
2570,c,IMO,PSA,SG,3,1,60.1,0,0
1152,,IMO,PSA,SG,3,1,23,1,60
1843,,IMO,PSA,SG,3,0,0,1,22.9
1843,,IMO,PSA,SG,3,1,23.0,1,60.0
1843,,IMO,PSA,SG,3,1,60.1,0,0
1051,,IMO,PSA,SG,2,0,0,1,-26.1
1051,,IMO,PSA,SG,2,1,-26.0,1,22.9
1051,,IMO,PSA,SG,2,1,23.0,1,60.0
1051,,IMO,PSA,SG,2,1,60.1,0,0
3146,c,IMO,PSA,SG,3,0,0,1,22.9
3146,c,IMO,PSA,SG,3,1,23.0,1,60.0
3146,c,IMO,PSA,SG,3,1,60.1,0,0
3146,c,IMO,PSA,SG,3,1,60.1,0,0
1390,,IMO,PSA,SG,2,0,0,1,-26.1
1390,,IMO,PSA,SG,2,1,-26.0,1,22.9
1390,,IMO,PSA,SG,2,1,23.0,1,60.0
1390,,IMO,PSA,SG,2,1,60.1,0,0
1267,a,IMO,PSA,SG,1S,0,0,1,-26.1
1757,b,IMO,PSA,SG,3,0,0,1,22.9
1757,b,IMO,PSA,SG,3,1,23.0,1,60.0
1757,b,IMO,PSA,SG,3,1,60.1,0,0
3142,b,IMO,PSA,SG,2,0,0,1,-26.1
3142,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3142,b,IMO,PSA,SG,2,1,23.0,1,60.0
3142,b,IMO,PSA,SG,2,1,60.1,0,0
3108,,IMO,PSA,SG,2,0,0,1,-26.1
3108,,IMO,PSA,SG,2,1,-26.0,1,22.9
3108,,IMO,PSA,SG,2,1,23.0,1,60.0
3108,,IMO,PSA,SG,2,1,60.1,0,0
3253,,IMO,PSA,SG,3,0,0,1,22.9
3253,,IMO,PSA,SG,3,1,23.0,1,60.0
3253,,IMO,PSA,SG,3,1,60.1,0,0
1274,c,IMO,PSA,SG,2S,1,-26,1,22.9
1274,c,IMO,PSA,SG,2S,1,23,1,60
1334,b,IMO,PSA,SG,3,0,0,1,22.9
1334,b,IMO,PSA,SG,3,1,23.0,1,60.0
1334,b,IMO,PSA,SG,3,1,60.1,0,0
1777,,IMO,PSA,SG,2,0,0,1,-26.1
1777,,IMO,PSA,SG,2,1,-26.0,1,22.9
1777,,IMO,PSA,SG,2,1,23.0,1,60.0
1777,,IMO,PSA,SG,2,1,60.1,0,0
1432,,IMO,PSA,SG,2,0,0,1,-26.1
1432,,IMO,PSA,SG,2,1,-26.0,1,22.9
1432,,IMO,PSA,SG,2,1,23.0,1,60.0
1432,,IMO,PSA,SG,2,1,60.1,0,0
1652,,IMO,PSA,SG,3,0,0,1,22.9
1652,,IMO,PSA,SG,3,1,23.0,1,60.0
1652,,IMO,PSA,SG,3,1,60.1,0,0
2427,b,IMO,PSA,SG,2,0,0,1,-26.1
2427,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2427,b,IMO,PSA,SG,2,1,23.0,1,60.0
2427,b,IMO,PSA,SG,2,1,60.1,0,0
1346,,IMO,PSA,SG,3,0,0,1,22.9
1346,,IMO,PSA,SG,3,1,23.0,1,60.0
1346,,IMO,PSA,SG,3,1,60.1,0,0
3005,b,IMO,PSA,SG,2,1,23,1,60
1433,,IMO,PSA,SG,2,0,0,1,-26.1
1433,,IMO,PSA,SG,2,1,-26.0,1,22.9
1433,,IMO,PSA,SG,2,1,23.0,1,60.0
1433,,IMO,PSA,SG,2,1,60.1,0,0
2821,b,IMO,PSA,SG,2S,0,0,1,-26.1
2821,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
2821,b,IMO,PSA,SG,2S,1,23.0,1,60.0
2821,b,IMO,PSA,SG,2S,1,60.1,0,0
1053,,IMO,PSA,SG,2,0,0,1,-26.1
1053,,IMO,PSA,SG,2,1,-26.0,1,22.9
1053,,IMO,PSA,SG,2,1,23.0,1,60.0
1053,,IMO,PSA,SG,2,1,60.1,0,0
2436,,IMO,PSA,SG,2S,1,-26,1,22.9
2968,b,IMO,PSA,SG,2S,0,0,1,-26.1
2968,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
2968,b,IMO,PSA,SG,2S,1,23.0,1,60.0
2968,b,IMO,PSA,SG,2S,1,60.1,0,0
1358,,IMO,PSA,SG,2,0,0,1,-26.1
1358,,IMO,PSA,SG,2,1,-26.0,1,22.9
1358,,IMO,PSA,SG,2,1,23.0,1,60.0
1358,,IMO,PSA,SG,2,1,60.1,0,0
2460,,IMO,PSA,SG,1S,0,0,1,-26.1
2460,,IMO,PSA,SG,2S,1,-26,1,22.9
3022,,IMO,PSA,SG,2S,1,-26,1,22.9
2224,,IMO,PSA,SG,2S,0,0,1,-26.1
2224,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2224,,IMO,PSA,SG,2S,1,23.0,1,60.0
2224,,IMO,PSA,SG,2S,1,60.1,0,0
1267,b,IMO,PSA,SG,2S,1,-26,1,22.9
1212,b,IMO,PSA,SG,3,1,23,1,60
354,a,IMO,PSA,SG,1,0,0,0,0
2814,,IMO,PSA,SG,2,0,0,1,-26.1
2814,,IMO,PSA,SG,2,1,-26.0,1,22.9
2814,,IMO,PSA,SG,2,1,23.0,1,60.0
2814,,IMO,PSA,SG,2,1,60.1,0,0
1485,,IMO,PSA,SG,2,0,0,1,-26.1
1485,,IMO,PSA,SG,2,1,-26.0,1,22.9
1485,,IMO,PSA,SG,2,1,23.0,1,60.0
1485,,IMO,PSA,SG,2,1,60.1,0,0
1562,,IMO,PSA,SG,2,0,0,1,-26.1
1562,,IMO,PSA,SG,2,1,-26.0,1,22.9
1562,,IMO,PSA,SG,2,1,23.0,1,60.0
1562,,IMO,PSA,SG,2,1,60.1,0,0
2995,c,IMO,PSA,SG,3,1,23,1,60
1931,b,IMO,PSA,SG,2,0,0,1,-26.1
1931,b,IMO,PSA,SG,2,1,-26.0,1,22.9
1931,b,IMO,PSA,SG,2,1,23.0,1,60.0
1931,b,IMO,PSA,SG,2,1,60.1,0,0
2969,b,IMO,PSA,SG,3,0,0,1,22.9
2969,b,IMO,PSA,SG,3,1,23.0,1,60.0
2969,b,IMO,PSA,SG,3,1,60.1,0,0
1845,a,IMO,PSA,SG,3,0,0,1,22.9
1845,a,IMO,PSA,SG,3,1,23.0,1,60.0
1845,a,IMO,PSA,SG,3,1,60.1,0,0
2508,,IMO,PSA,SG,3,0,0,1,22.9
2508,,IMO,PSA,SG,3,1,23.0,1,60.0
2508,,IMO,PSA,SG,3,1,60.1,0,0
2379,,IMO,PSA,SG,2S,1,-26,1,22.9
3247,,IMO,PSA,SG,3,0,0,1,22.9
3247,,IMO,PSA,SG,3,1,23.0,1,60.0
3247,,IMO,PSA,SG,3,1,60.1,0,0
1920,,IMO,PSA,SG,2S,1,23,1,60
3278,a,IMO,PSA,SG,2,0,0,1,-26.1
3278,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3278,a,IMO,PSA,SG,2,1,23.0,1,60.0
3278,a,IMO,PSA,SG,2,1,60.1,0,0
1452,,IMO,PSA,SG,2,0,0,1,-26.1
1452,,IMO,PSA,SG,2,1,-26.0,1,22.9
1452,,IMO,PSA,SG,2,1,23.0,1,60.0
1452,,IMO,PSA,SG,2,1,60.1,0,0
3424,a,IMO,PSA,SG,2,0,0,1,-26.1
3424,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3424,a,IMO,PSA,SG,2,1,23.0,1,60.0
3424,a,IMO,PSA,SG,2,1,60.1,0,0
339,b,IMO,PSA,SG,2,0,0,1,-26.1
339,b,IMO,PSA,SG,2,1,-26.0,1,22.9
339,b,IMO,PSA,SG,2,1,23.0,1,60.0
339,b,IMO,PSA,SG,2,1,60.1,0,0
1983,b,IMO,PSA,SG,2S,0,0,1,-26.1
1983,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
1983,b,IMO,PSA,SG,2S,1,23.0,1,60.0
1983,b,IMO,PSA,SG,2S,1,60.1,0,0
2517,a,IMO,PSA,SG,2S,0,0,1,-26.1
2517,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
2517,a,IMO,PSA,SG,2S,1,23.0,1,60.0
2517,a,IMO,PSA,SG,2S,1,60.1,0,0
3231,b,IMO,PSA,SG,2,0,0,1,-26.1
3231,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3231,b,IMO,PSA,SG,2,1,23.0,1,60.0
3231,b,IMO,PSA,SG,2,1,60.1,0,0
3397,b,IMO,PSA,SG,1D,0,0,1,-26.1
3397,b,IMO,PSA,SG,1D,1,-26.0,0,0
1745,,IMO,PSA,SG,2,0,0,1,-26.1
1745,,IMO,PSA,SG,2,1,-26.0,1,22.9
1745,,IMO,PSA,SG,2,1,23.0,1,60.0
1745,,IMO,PSA,SG,2,1,60.1,0,0
439,,IMO,PSA,SG,1,0,0,0,0
3132,b,IMO,PSA,SG,1D,0,0,1,-26.1
3132,b,IMO,PSA,SG,1D,1,-26.0,0,0
2225,,IMO,PSA,SG,3,0,0,1,22.9
2225,,IMO,PSA,SG,3,1,23.0,1,60.0
2225,,IMO,PSA,SG,3,1,60.1,0,0
2806,,IMO,PSA,SG,2,0,0,1,-26.1
2806,,IMO,PSA,SG,2,1,-26.0,1,22.9
2806,,IMO,PSA,SG,2,1,23.0,1,60.0
2806,,IMO,PSA,SG,2,1,60.1,0,0
1483,b,IMO,PSA,SG,1D,0,0,1,-26.1
1483,b,IMO,PSA,SG,1D,1,-26.0,0,0
2933,,IMO,PSA,SG,3,1,23,1,60
1866,a,IMO,PSA,SG,1S,0,0,1,-26.1
3330,c,IMO,PSA,SG,2,0,0,1,-26.1
3330,c,IMO,PSA,SG,2,1,-26.0,1,22.9
3330,c,IMO,PSA,SG,2,1,23.0,1,60.0
3330,c,IMO,PSA,SG,2,1,60.1,0,0
3144,d,IMO,PSA,SG,2,0,0,1,-26.1
3144,d,IMO,PSA,SG,2,1,-26.0,1,22.9
3144,d,IMO,PSA,SG,2,1,23.0,1,60.0
3144,d,IMO,PSA,SG,2,1,60.1,0,0
3399,c,IMO,PSA,SG,1D,0,0,1,-26.1
3399,c,IMO,PSA,SG,1D,1,-26.0,0,0
3380,,IMO,PSA,SG,2,0,0,1,-26.1
3380,,IMO,PSA,SG,2,1,-26.0,1,22.9
3380,,IMO,PSA,SG,2,1,23.0,1,60.0
3380,,IMO,PSA,SG,2,1,60.1,0,0
1731,b,IMO,PSA,SG,2S,0,0,1,-26.1
1731,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
1731,b,IMO,PSA,SG,2S,1,23.0,1,60.0
1731,b,IMO,PSA,SG,2S,1,60.1,0,0
1655,c,IMO,PSA,SG,2,0,0,1,-26.1
1655,c,IMO,PSA,SG,2,1,-26.0,1,22.9
1655,c,IMO,PSA,SG,2,1,23.0,1,60.0
1655,c,IMO,PSA,SG,2,1,60.1,0,0
2861,,IMO,PSA,SG,3,0,0,1,22.9
2861,,IMO,PSA,SG,3,1,23.0,1,60.0
2861,,IMO,PSA,SG,3,1,60.1,0,0
2679,b,IMO,PSA,SG,3,0,0,1,22.9
2679,b,IMO,PSA,SG,3,1,23.0,1,60.0
2679,b,IMO,PSA,SG,3,1,60.1,0,0
1149,,IMO,PSA,SG,3,1,23,1,60
2444,,IMO,PSA,SG,2,0,0,1,-26.1
2444,,IMO,PSA,SG,2,1,-26.0,1,22.9
2444,,IMO,PSA,SG,2,1,23.0,1,60.0
2444,,IMO,PSA,SG,2,1,60.1,0,0
1515,,IMO,PSA,SG,3,0,0,1,22.9
1515,,IMO,PSA,SG,3,1,23.0,1,60.0
1515,,IMO,PSA,SG,3,1,60.1,0,0
471,,IMO,PSA,SG,2,0,0,1,-26.1
471,,IMO,PSA,SG,2,1,-26.0,1,22.9
471,,IMO,PSA,SG,2,1,23.0,1,60.0
471,,IMO,PSA,SG,2,1,60.1,0,0
1113,,IMO,PSA,SG,2S,1,-26,1,22.9
1627,,IMO,PSA,SG,3,0,0,1,22.9
1627,,IMO,PSA,SG,3,1,23.0,1,60.0
1627,,IMO,PSA,SG,3,1,60.1,0,0
2801,e,IMO,PSA,SG,3,0,0,1,22.9
2801,e,IMO,PSA,SG,3,1,23.0,1,60.0
2801,e,IMO,PSA,SG,3,1,60.1,0,0
2801,e,IMO,PSA,SG,3,1,60.1,0,0
2619,,IMO,PSA,SG,3,0,0,1,22.9
2619,,IMO,PSA,SG,3,1,23.0,1,60.0
2619,,IMO,PSA,SG,3,1,60.1,0,0
2643,,IMO,PSA,SG,2,0,0,1,-26.1
2643,,IMO,PSA,SG,2,1,-26.0,1,22.9
2643,,IMO,PSA,SG,2,1,23.0,1,60.0
2643,,IMO,PSA,SG,2,1,60.1,0,0
244,,IMO,PSA,SG,2,0,0,1,-26.1
244,,IMO,PSA,SG,2,1,-26.0,1,22.9
244,,IMO,PSA,SG,2,1,23.0,1,60.0
244,,IMO,PSA,SG,2,1,60.1,0,0
3006,a,IMO,PSA,SG,2,0,0,1,-26.1
3006,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3006,a,IMO,PSA,SG,2,1,23.0,1,60.0
3006,a,IMO,PSA,SG,2,1,60.1,0,0
2050,,IMO,PSA,SG,2S,1,-26,1,22.9
2630,b,IMO,PSA,SG,2,0,0,1,-26.1
2630,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2630,b,IMO,PSA,SG,2,1,23.0,1,60.0
2630,b,IMO,PSA,SG,2,1,60.1,0,0
2901,,IMO,PSA,SG,2,0,0,1,-26.1
2901,,IMO,PSA,SG,2,1,-26.0,1,22.9
2901,,IMO,PSA,SG,2,1,23.0,1,60.0
2901,,IMO,PSA,SG,2,1,60.1,0,0
1743,,IMO,PSA,SG,2S,0,0,1,-26.1
1743,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1743,,IMO,PSA,SG,2S,1,23.0,1,60.0
1743,,IMO,PSA,SG,2S,1,60.1,0,0
3023,,IMO,PSA,SG,2,1,23,1,60
2308,,IMO,PSA,SG,2,0,0,1,-26.1
2308,,IMO,PSA,SG,2,1,-26.0,1,22.9
2308,,IMO,PSA,SG,2,1,23.0,1,60.0
2308,,IMO,PSA,SG,2,1,60.1,0,0
1248,,IMO,PSA,SG,2S,1,-26,1,22.9
2361,,IMO,PSA,SG,3,1,23,1,60
2734,a,IMO,PSA,SG,1D,0,0,1,-26.1
2734,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2734,a,IMO,PSA,SG,2,1,23.0,1,60.0
2841,,IMO,PSA,SG,3,1,23,1,60
84,,IMO,PSA,SG,1,0,0,0,0
2616,b,IMO,PSA,SG,2S,1,23,1,60
3146,a,IMO,PSA,SG,2,0,0,1,-26.1
3146,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3146,a,IMO,PSA,SG,2,1,23.0,1,60.0
3146,a,IMO,PSA,SG,2,1,60.1,0,0
1436,a,IMO,PSA,SG,2,0,0,1,-26.1
1436,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1436,a,IMO,PSA,SG,2,1,23.0,1,60.0
1436,a,IMO,PSA,SG,2,1,60.1,0,0
3135,a,IMO,PSA,SG,1D,0,0,1,-26.1
3135,a,IMO,PSA,SG,1D,1,-26.0,0,0
1268,f,IMO,PSA,SG,2S,1,23,1,60
1018,b,IMO,PSA,SG,3,0,0,1,22.9
1018,b,IMO,PSA,SG,3,1,23.0,1,60.0
1018,b,IMO,PSA,SG,3,1,60.1,0,0
3299,,IMO,PSA,SG,2,0,0,1,-26.1
3299,,IMO,PSA,SG,2,1,-26.0,1,22.9
3299,,IMO,PSA,SG,2,1,23.0,1,60.0
3299,,IMO,PSA,SG,2,1,60.1,0,0
1396,a,IMO,PSA,SG,2S,0,0,1,-26.1
1396,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
1396,a,IMO,PSA,SG,2S,1,23.0,1,60.0
1396,a,IMO,PSA,SG,2S,1,60.1,0,0
1793,,IMO,PSA,SG,3,0,0,1,22.9
1793,,IMO,PSA,SG,3,1,23.0,1,60.0
1793,,IMO,PSA,SG,3,1,60.1,0,0
2565,,IMO,PSA,SG,3,0,0,1,22.9
2565,,IMO,PSA,SG,3,1,23.0,1,60.0
2565,,IMO,PSA,SG,3,1,60.1,0,0
77,b,IMO,PSA,SG,2,0,0,1,-26.1
77,b,IMO,PSA,SG,2,1,-26.0,1,22.9
77,b,IMO,PSA,SG,2,1,23.0,1,60.0
77,b,IMO,PSA,SG,2,1,60.1,0,0
1775,,IMO,PSA,SG,2S,0,0,1,-26.1
1775,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1775,,IMO,PSA,SG,2S,1,23.0,1,60.0
1775,,IMO,PSA,SG,2S,1,60.1,0,0
1800,,IMO,PSA,SG,2,0,0,1,-26.1
1800,,IMO,PSA,SG,2,1,-26.0,1,22.9
1800,,IMO,PSA,SG,2,1,23.0,1,60.0
