UNNO,VARIANT,STANDARD,TYPE,COUNTRY,CODE,HASFLASHPOINTLOWER,FLASHPOINTLOWER,HASFLASHPOINTUPPER,FLASHPOINTUPPER
1906,b,IMO,PSA,SG,2,1,-26.0,1,22.9
1906,b,IMO,PSA,SG,2,1,23.0,1,60.0
1906,b,IMO,PSA,SG,2,1,60.1,0,0
1470,,IMO,PSA,SG,2,0,0,1,-26.1
1470,,IMO,PSA,SG,2,1,-26.0,1,22.9
1470,,IMO,PSA,SG,2,1,23.0,1,60.0
1470,,IMO,PSA,SG,2,1,60.1,0,0
2029,,IMO,PSA,SG,2,0,0,1,-26.1
2029,,IMO,PSA,SG,2,1,-26.0,1,22.9
2029,,IMO,PSA,SG,2,1,23.0,1,60.0
2029,,IMO,PSA,SG,2,1,60.1,0,0
3115,b,IMO,PSA,SG,2,0,0,1,-26.1
3115,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3115,b,IMO,PSA,SG,2,1,23.0,1,60.0
3115,b,IMO,PSA,SG,2,1,60.1,0,0
2513,,IMO,PSA,SG,2,0,0,1,-26.1
2513,,IMO,PSA,SG,2,1,-26.0,1,22.9
2513,,IMO,PSA,SG,2,1,23.0,1,60.0
2513,,IMO,PSA,SG,2,1,60.1,0,0
2459,,IMO,PSA,SG,1S,0,0,1,-26.1
2928,a,IMO,PSA,SG,2,0,0,1,-26.1
2928,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2928,a,IMO,PSA,SG,2,1,23.0,1,60.0
2928,a,IMO,PSA,SG,2,1,60.1,0,0
2516,,IMO,PSA,SG,3,0,0,1,22.9
2516,,IMO,PSA,SG,3,1,23.0,1,60.0
2516,,IMO,PSA,SG,3,1,60.1,0,0
1002,,IMO,PSA,SG,3,0,0,1,22.9
1002,,IMO,PSA,SG,3,1,23.0,1,60.0
1002,,IMO,PSA,SG,3,1,60.1,0,0
2997,b,IMO,PSA,SG,2,1,23,1,60
3242,,IMO,PSA,SG,2,0,0,1,-26.1
3242,,IMO,PSA,SG,2,1,-26.0,1,22.9
3242,,IMO,PSA,SG,2,1,23.0,1,60.0
3242,,IMO,PSA,SG,2,1,60.1,0,0
118,c,IMO,PSA,SG,1,0,0,0,0
2452,,IMO,PSA,SG,2S,0,0,1,-26.1
2452,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2452,,IMO,PSA,SG,2S,1,23.0,1,60.0
2452,,IMO,PSA,SG,2S,1,60.1,0,0
3055,,IMO,PSA,SG,3,0,0,1,22.9
3055,,IMO,PSA,SG,3,1,23.0,1,60.0
3055,,IMO,PSA,SG,3,1,60.1,0,0
1011,,IMO,PSA,SG,1S,0,0,1,-26.1
1011,,IMO,PSA,SG,1S,1,-26.0,0,0
2253,,IMO,PSA,SG,3,0,0,1,22.9
2253,,IMO,PSA,SG,3,1,23.0,1,60.0
2253,,IMO,PSA,SG,3,1,60.1,0,0
2009,,IMO,PSA,SG,2S,0,0,1,-26.1
2009,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2009,,IMO,PSA,SG,2S,1,23.0,1,60.0
2009,,IMO,PSA,SG,2S,1,60.1,0,0
355,b,IMO,PSA,SG,1,0,0,0,0
2719,,IMO,PSA,SG,2,0,0,1,-26.1
2719,,IMO,PSA,SG,2,1,-26.0,1,22.9
2719,,IMO,PSA,SG,2,1,23.0,1,60.0
2719,,IMO,PSA,SG,2,1,60.1,0,0
1130,,IMO,PSA,SG,3,1,23,1,60
3009,c,IMO,PSA,SG,3,1,23,1,60
3091,b,IMO,PSA,SG,3,0,0,1,22.9
3091,b,IMO,PSA,SG,3,1,23.0,1,60.0
3091,b,IMO,PSA,SG,3,1,60.1,0,0
324,,IMO,PSA,SG,1,0,0,0,0
2531,,IMO,PSA,SG,3,0,0,1,22.9
2531,,IMO,PSA,SG,3,1,23.0,1,60.0
2531,,IMO,PSA,SG,3,1,60.1,0,0
2922,b,IMO,PSA,SG,2S,0,0,1,-26.1
2922,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
2922,b,IMO,PSA,SG,2S,1,23.0,1,60.0
2922,b,IMO,PSA,SG,2S,1,60.1,0,0
2922,b,IMO,PSA,SG,2S,1,60.1,0,0
1405,a,IMO,PSA,SG,2S,0,0,1,-26.1
1405,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
1405,a,IMO,PSA,SG,2S,1,23.0,1,60.0
1405,a,IMO,PSA,SG,2S,1,60.1,0,0
457,,IMO,PSA,SG,1,0,0,0,0
361,,IMO,PSA,SG,2,0,0,1,-26.1
361,,IMO,PSA,SG,2,1,-26.0,1,22.9
361,,IMO,PSA,SG,2,1,23.0,1,60.0
361,,IMO,PSA,SG,2,1,60.1,0,0
3159,a,IMO,PSA,SG,3,0,0,1,22.9
3159,a,IMO,PSA,SG,3,1,23.0,1,60.0
3159,a,IMO,PSA,SG,3,1,60.1,0,0
303,b,IMO,PSA,SG,2,0,0,1,-26.1
303,b,IMO,PSA,SG,2,1,-26.0,1,22.9
303,b,IMO,PSA,SG,2,1,23.0,1,60.0
303,b,IMO,PSA,SG,2,1,60.1,0,0
2734,c,IMO,PSA,SG,2S,1,-26.0,1,22.9
2734,c,IMO,PSA,SG,2S,1,23.0,1,60.0
2338,,IMO,PSA,SG,2S,1,-26,1,22.9
3260,b,IMO,PSA,SG,3,0,0,1,22.9
3260,b,IMO,PSA,SG,3,1,23.0,1,60.0
3260,b,IMO,PSA,SG,3,1,60.1,0,0
3260,b,IMO,PSA,SG,3,1,60.1,0,0
1602,f,IMO,PSA,SG,3,0,0,1,22.9
1602,f,IMO,PSA,SG,3,1,23.0,1,60.0
1602,f,IMO,PSA,SG,3,1,60.1,0,0
1602,f,IMO,PSA,SG,3,1,60.1,0,0
2744,,IMO,PSA,SG,2,0,0,1,-26.1
2744,,IMO,PSA,SG,2,1,-26.0,1,22.9
2744,,IMO,PSA,SG,2,1,23.0,1,60.0
2744,,IMO,PSA,SG,2,1,60.1,0,0
1760,c,IMO,PSA,SG,3,0,0,1,22.9
1760,c,IMO,PSA,SG,3,1,23.0,1,60.0
1760,c,IMO,PSA,SG,3,1,60.1,0,0
1760,c,IMO,PSA,SG,3,1,60.1,0,0
2405,,IMO,PSA,SG,3,1,23,1,60
3169,,IMO,PSA,SG,1D,0,0,1,-26.1
3169,,IMO,PSA,SG,1D,1,-26.0,0,0
2698,,IMO,PSA,SG,3,0,0,1,22.9
2698,,IMO,PSA,SG,3,1,23.0,1,60.0
2698,,IMO,PSA,SG,3,1,60.1,0,0
2298,,IMO,PSA,SG,2S,1,-26,1,22.9
2254,,IMO,PSA,SG,2,0,0,1,-26.1
2254,,IMO,PSA,SG,2,1,-26.0,1,22.9
2254,,IMO,PSA,SG,2,1,23.0,1,60.0
2254,,IMO,PSA,SG,2,1,60.1,0,0
3130,a,IMO,PSA,SG,1D,0,0,1,-26.1
3130,a,IMO,PSA,SG,1D,1,-26.0,0,0
2045,a,IMO,PSA,SG,2S,1,-26,1,22.9
3373,a,IMO,PSA,SG,2,0,0,1,-26.1
3373,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3373,a,IMO,PSA,SG,2,1,23.0,1,60.0
3373,a,IMO,PSA,SG,2,1,60.1,0,0
3219,a,IMO,PSA,SG,1D,0,0,1,-26.1
3219,a,IMO,PSA,SG,1D,1,-26.0,0,0
277,,IMO,PSA,SG,2,0,0,1,-26.1
277,,IMO,PSA,SG,2,1,-26.0,1,22.9
277,,IMO,PSA,SG,2,1,23.0,1,60.0
277,,IMO,PSA,SG,2,1,60.1,0,0
2491,a,IMO,PSA,SG,3,0,0,1,22.9
2491,a,IMO,PSA,SG,3,1,23.0,1,60.0
2491,a,IMO,PSA,SG,3,1,60.1,0,0
1362,,IMO,PSA,SG,3,0,0,1,22.9
1362,,IMO,PSA,SG,3,1,23.0,1,60.0
1362,,IMO,PSA,SG,3,1,60.1,0,0
1418,b,IMO,PSA,SG,2,0,0,1,-26.1
1418,b,IMO,PSA,SG,2,1,-26.0,1,22.9
1418,b,IMO,PSA,SG,2,1,23.0,1,60.0
1418,b,IMO,PSA,SG,2,1,60.1,0,0
3157,,IMO,PSA,SG,2,0,0,1,-26.1
3157,,IMO,PSA,SG,2,1,-26.0,1,22.9
3157,,IMO,PSA,SG,2,1,23.0,1,60.0
3157,,IMO,PSA,SG,2,1,60.1,0,0
331,a,IMO,PSA,SG,1,0,0,0,0
1318,,IMO,PSA,SG,3,0,0,1,22.9
1318,,IMO,PSA,SG,3,1,23.0,1,60.0
1318,,IMO,PSA,SG,3,1,60.1,0,0
194,,IMO,PSA,SG,1,0,0,0,0
2723,,IMO,PSA,SG,2,0,0,1,-26.1
2723,,IMO,PSA,SG,2,1,-26.0,1,22.9
2723,,IMO,PSA,SG,2,1,23.0,1,60.0
2723,,IMO,PSA,SG,2,1,60.1,0,0
1557,c,IMO,PSA,SG,2,0,0,1,-26.1
1557,c,IMO,PSA,SG,2,1,-26.0,1,22.9
1557,c,IMO,PSA,SG,2,1,23.0,1,60.0
1557,c,IMO,PSA,SG,2,1,60.1,0,0
1556,b,IMO,PSA,SG,2,0,0,1,-26.1
1556,b,IMO,PSA,SG,2,1,-26.0,1,22.9
1556,b,IMO,PSA,SG,2,1,23.0,1,60.0
1556,b,IMO,PSA,SG,2,1,60.1,0,0
3324,d,IMO,PSA,SG,2,0,0,1,-26.1
3324,d,IMO,PSA,SG,2,1,-26.0,1,22.9
3324,d,IMO,PSA,SG,2,1,23.0,1,60.0
3324,d,IMO,PSA,SG,2,1,60.1,0,0
1320,,IMO,PSA,SG,2,0,0,1,-26.1
1320,,IMO,PSA,SG,2,1,-26.0,1,22.9
1320,,IMO,PSA,SG,2,1,23.0,1,60.0
1320,,IMO,PSA,SG,2,1,60.1,0,0
3312,,IMO,PSA,SG,1D,0,0,1,-26.1
3312,,IMO,PSA,SG,1D,1,-26.0,0,0
3292,b,IMO,PSA,SG,2,0,0,1,-26.1
3292,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3292,b,IMO,PSA,SG,2,1,23.0,1,60.0
3292,b,IMO,PSA,SG,2,1,60.1,0,0
1172,,IMO,PSA,SG,2S,1,23,1,60
2358,,IMO,PSA,SG,2S,1,-26,1,22.9
1496,,IMO,PSA,SG,2,0,0,1,-26.1
1496,,IMO,PSA,SG,2,1,-26.0,1,22.9
1496,,IMO,PSA,SG,2,1,23.0,1,60.0
1496,,IMO,PSA,SG,2,1,60.1,0,0
2025,a,IMO,PSA,SG,2,0,0,1,-26.1
2025,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2025,a,IMO,PSA,SG,2,1,23.0,1,60.0
2025,a,IMO,PSA,SG,2,1,60.1,0,0
2194,,IMO,PSA,SG,2,0,0,1,-26.1
2194,,IMO,PSA,SG,2,1,-26.0,1,22.9
2194,,IMO,PSA,SG,2,1,23.0,1,60.0
2194,,IMO,PSA,SG,2,1,60.1,0,0
2917,d,IMO,PSA,SG,2,0,0,1,-26.1
2917,d,IMO,PSA,SG,2,1,-26.0,1,22.9
2917,d,IMO,PSA,SG,2,1,23.0,1,60.0
2917,d,IMO,PSA,SG,2,1,60.1,0,0
1618,,IMO,PSA,SG,2S,0,0,1,-26.1
1618,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1618,,IMO,PSA,SG,2S,1,23.0,1,60.0
1618,,IMO,PSA,SG,2S,1,60.1,0,0
1697,,IMO,PSA,SG,2,0,0,1,-26.1
1697,,IMO,PSA,SG,2,1,-26.0,1,22.9
1697,,IMO,PSA,SG,2,1,23.0,1,60.0
1697,,IMO,PSA,SG,2,1,60.1,0,0
3420,,IMO,PSA,SG,2S,0,0,1,-26.1
3420,,IMO,PSA,SG,2S,1,-26.0,1,22.9
3420,,IMO,PSA,SG,2S,1,23.0,1,60.0
3420,,IMO,PSA,SG,2S,1,60.1,0,0
3275,a,IMO,PSA,SG,1D,0,0,1,-26.1
3275,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3275,a,IMO,PSA,SG,2,1,23.0,1,60.0
1220,,IMO,PSA,SG,2S,1,-26,1,22.9
1566,b,IMO,PSA,SG,3,0,0,1,22.9
1566,b,IMO,PSA,SG,3,1,23.0,1,60.0
1566,b,IMO,PSA,SG,3,1,60.1,0,0
1903,b,IMO,PSA,SG,2S,0,0,1,-26.1
1903,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
1903,b,IMO,PSA,SG,2S,1,23.0,1,60.0
1903,b,IMO,PSA,SG,2S,1,60.1,0,0
1903,b,IMO,PSA,SG,2S,1,60.1,0,0
445,,IMO,PSA,SG,2,0,0,1,-26.1
445,,IMO,PSA,SG,2,1,-26.0,1,22.9
445,,IMO,PSA,SG,2,1,23.0,1,60.0
445,,IMO,PSA,SG,2,1,60.1,0,0
3289,a,IMO,PSA,SG,2,0,0,1,-26.1
3289,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3289,a,IMO,PSA,SG,2,1,23.0,1,60.0
3289,a,IMO,PSA,SG,2,1,60.1,0,0
2259,,IMO,PSA,SG,3,0,0,1,22.9
2259,,IMO,PSA,SG,3,1,23.0,1,60.0
2259,,IMO,PSA,SG,3,1,60.1,0,0
3209,a,IMO,PSA,SG,1D,0,0,1,-26.1
3209,a,IMO,PSA,SG,1D,1,-26.0,0,0
2750,,IMO,PSA,SG,3,0,0,1,22.9
2750,,IMO,PSA,SG,3,1,23.0,1,60.0
2750,,IMO,PSA,SG,3,1,60.1,0,0
3351,b,IMO,PSA,SG,2,1,23,1,60
2771,c,IMO,PSA,SG,3,0,0,1,22.9
2771,c,IMO,PSA,SG,3,1,23.0,1,60.0
2771,c,IMO,PSA,SG,3,1,60.1,0,0
2771,c,IMO,PSA,SG,3,1,60.1,0,0
3015,a,IMO,PSA,SG,2,1,23,1,60
1503,,IMO,PSA,SG,3,0,0,1,22.9
1503,,IMO,PSA,SG,3,1,23.0,1,60.0
1503,,IMO,PSA,SG,3,1,60.1,0,0
1744,a,IMO,PSA,SG,2,0,0,1,-26.1
1744,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1744,a,IMO,PSA,SG,2,1,23.0,1,60.0
1744,a,IMO,PSA,SG,2,1,60.1,0,0
2301,,IMO,PSA,SG,1S,0,0,1,-26.1
2920,a,IMO,PSA,SG,1D,0,0,1,-26.1
2920,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2920,a,IMO,PSA,SG,2,1,23.0,1,60.0
3297,,IMO,PSA,SG,2,0,0,1,-26.1
3297,,IMO,PSA,SG,2,1,-26.0,1,22.9
3297,,IMO,PSA,SG,2,1,23.0,1,60.0
3297,,IMO,PSA,SG,2,1,60.1,0,0
155,b,IMO,PSA,SG,1,0,0,0,0
2324,,IMO,PSA,SG,3,1,23,1,60
3132,c,IMO,PSA,SG,1D,0,0,1,-26.1
3132,c,IMO,PSA,SG,1D,1,-26.0,0,0
3430,,IMO,PSA,SG,3,0,0,1,22.9
3430,,IMO,PSA,SG,3,1,23.0,1,60.0
3430,,IMO,PSA,SG,3,1,60.1,0,0
1908,a,IMO,PSA,SG,2,0,0,1,-26.1
1908,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1908,a,IMO,PSA,SG,2,1,23.0,1,60.0
1908,a,IMO,PSA,SG,2,1,60.1,0,0
1819,a,IMO,PSA,SG,3,0,0,1,22.9
1819,a,IMO,PSA,SG,3,1,23.0,1,60.0
1819,a,IMO,PSA,SG,3,1,60.1,0,0
411,f,IMO,PSA,SG,1,0,0,0,0
1580,,IMO,PSA,SG,2,0,0,1,-26.1
1580,,IMO,PSA,SG,2,1,-26.0,1,22.9
1580,,IMO,PSA,SG,2,1,23.0,1,60.0
1580,,IMO,PSA,SG,2,1,60.1,0,0
1305,,IMO,PSA,SG,2,1,-26,1,22.9
3286,b,IMO,PSA,SG,2,1,-26,1,22.9
3189,a,IMO,PSA,SG,2,0,0,1,-26.1
3189,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3189,a,IMO,PSA,SG,2,1,23.0,1,60.0
3189,a,IMO,PSA,SG,2,1,60.1,0,0
2333,,IMO,PSA,SG,2,1,-26,1,22.9
500,,IMO,PSA,SG,2,0,0,1,-26.1
500,,IMO,PSA,SG,2,1,-26.0,1,22.9
500,,IMO,PSA,SG,2,1,23.0,1,60.0
500,,IMO,PSA,SG,2,1,60.1,0,0
2948,,IMO,PSA,SG,3,0,0,1,22.9
2948,,IMO,PSA,SG,3,1,23.0,1,60.0
2948,,IMO,PSA,SG,3,1,60.1,0,0
3329,b,IMO,PSA,SG,2,0,0,1,-26.1
3329,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3329,b,IMO,PSA,SG,2,1,23.0,1,60.0
3329,b,IMO,PSA,SG,2,1,60.1,0,0
2784,a,IMO,PSA,SG,2,1,-26,1,22.9
3411,a,IMO,PSA,SG,3,0,0,1,22.9
3411,a,IMO,PSA,SG,3,1,23.0,1,60.0
3411,a,IMO,PSA,SG,3,1,60.1,0,0
2464,,IMO,PSA,SG,3,0,0,1,22.9
2464,,IMO,PSA,SG,3,1,23.0,1,60.0
2464,,IMO,PSA,SG,3,1,60.1,0,0
215,a,IMO,PSA,SG,1,0,0,0,0
3288,b,IMO,PSA,SG,3,0,0,1,22.9
3288,b,IMO,PSA,SG,3,1,23.0,1,60.0
3288,b,IMO,PSA,SG,3,1,60.1,0,0
3288,b,IMO,PSA,SG,3,1,60.1,0,0
2480,,IMO,PSA,SG,1D,0,0,1,-26.1
2480,,IMO,PSA,SG,1D,1,-26.0,0,0
2570,b,IMO,PSA,SG,3,0,0,1,22.9
2570,b,IMO,PSA,SG,3,1,23.0,1,60.0
2570,b,IMO,PSA,SG,3,1,60.1,0,0
2570,b,IMO,PSA,SG,3,1,60.1,0,0
3330,b,IMO,PSA,SG,2,0,0,1,-26.1
3330,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3330,b,IMO,PSA,SG,2,1,23.0,1,60.0
3330,b,IMO,PSA,SG,2,1,60.1,0,0
2251,a,IMO,PSA,SG,2S,1,-26,1,22.9
2648,,IMO,PSA,SG,2,0,0,1,-26.1
2648,,IMO,PSA,SG,2,1,-26.0,1,22.9
2648,,IMO,PSA,SG,2,1,23.0,1,60.0
2648,,IMO,PSA,SG,2,1,60.1,0,0
3024,a,IMO,PSA,SG,2,1,-26,1,22.9
2490,,IMO,PSA,SG,3,0,0,1,22.9
2490,,IMO,PSA,SG,3,1,23.0,1,60.0
2490,,IMO,PSA,SG,3,1,60.1,0,0
271,,IMO,PSA,SG,1,0,0,0,0
1006,,IMO,PSA,SG,3,0,0,1,22.9
1006,,IMO,PSA,SG,3,1,23.0,1,60.0
1006,,IMO,PSA,SG,3,1,60.1,0,0
1730,,IMO,PSA,SG,2S,0,0,1,-26.1
1730,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1730,,IMO,PSA,SG,2S,1,23.0,1,60.0
1730,,IMO,PSA,SG,2S,1,60.1,0,0
2332,,IMO,PSA,SG,3,1,23,1,60
2260,,IMO,PSA,SG,3,1,23,1,60
266,c,IMO,PSA,SG,1,0,0,0,0
2360,,IMO,PSA,SG,2,1,-26,1,22.9
2560,,IMO,PSA,SG,3,1,23,1,60
2903,a,IMO,PSA,SG,2,0,0,1,-26.1
2733,e,IMO,PSA,SG,3,1,23,1,60
2049,,IMO,PSA,SG,3,1,23,1,60
118,e,IMO,PSA,SG,1,0,0,0,0
2590,,IMO,PSA,SG,2S,0,0,1,-26.1
2590,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2590,,IMO,PSA,SG,2S,1,23.0,1,60.0
2590,,IMO,PSA,SG,2S,1,60.1,0,0
3325,c,IMO,PSA,SG,2,0,0,1,-26.1
3325,c,IMO,PSA,SG,2,1,-26.0,1,22.9
3325,c,IMO,PSA,SG,2,1,23.0,1,60.0
3325,c,IMO,PSA,SG,2,1,60.1,0,0
3321,b,IMO,PSA,SG,2,0,0,1,-26.1
3321,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3321,b,IMO,PSA,SG,2,1,23.0,1,60.0
3321,b,IMO,PSA,SG,2,1,60.1,0,0
406,,IMO,PSA,SG,2,0,0,1,-26.1
406,,IMO,PSA,SG,2,1,-26.0,1,22.9
406,,IMO,PSA,SG,2,1,23.0,1,60.0
406,,IMO,PSA,SG,2,1,60.1,0,0
153,c,IMO,PSA,SG,1,0,0,0,0
1427,,IMO,PSA,SG,2,0,0,1,-26.1
1427,,IMO,PSA,SG,2,1,-26.0,1,22.9
1427,,IMO,PSA,SG,2,1,23.0,1,60.0
1427,,IMO,PSA,SG,2,1,60.1,0,0
2813,c,IMO,PSA,SG,1D,0,0,1,-26.1
2813,c,IMO,PSA,SG,1D,1,-26.0,0,0
14,b,IMO,PSA,SG,2,0,0,1,-26.1
14,b,IMO,PSA,SG,2,1,-26.0,1,22.9
14,b,IMO,PSA,SG,2,1,23.0,1,60.0
14,b,IMO,PSA,SG,2,1,60.1,0,0
1092,,IMO,PSA,SG,1D,0,0,1,-26.1
1092,,IMO,PSA,SG,2,1,-26.0,1,22.9
1092,,IMO,PSA,SG,2,1,23.0,1,60.0
1466,,IMO,PSA,SG,3,0,0,1,22.9
1466,,IMO,PSA,SG,3,1,23.0,1,60.0
1466,,IMO,PSA,SG,3,1,60.1,0,0
2189,,IMO,PSA,SG,2,0,0,1,-26.1
2189,,IMO,PSA,SG,2,1,-26.0,1,22.9
2189,,IMO,PSA,SG,2,1,23.0,1,60.0
2189,,IMO,PSA,SG,2,1,60.1,0,0
1701,,IMO,PSA,SG,2,0,0,1,-26.1
1701,,IMO,PSA,SG,2,1,-26.0,1,22.9
1701,,IMO,PSA,SG,2,1,23.0,1,60.0
1701,,IMO,PSA,SG,2,1,60.1,0,0
2608,,IMO,PSA,SG,2S,1,23,1,60
3251,,IMO,PSA,SG,3,0,0,1,22.9
3251,,IMO,PSA,SG,3,1,23.0,1,60.0
3251,,IMO,PSA,SG,3,1,60.1,0,0
2996,b,IMO,PSA,SG,2,0,0,1,-26.1
2996,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2996,b,IMO,PSA,SG,2,1,23.0,1,60.0
2996,b,IMO,PSA,SG,2,1,60.1,0,0
1491,,IMO,PSA,SG,2,0,0,1,-26.1
1491,,IMO,PSA,SG,2,1,-26.0,1,22.9
1491,,IMO,PSA,SG,2,1,23.0,1,60.0
1491,,IMO,PSA,SG,2,1,60.1,0,0
2728,,IMO,PSA,SG,3,0,0,1,22.9
2728,,IMO,PSA,SG,3,1,23.0,1,60.0
2728,,IMO,PSA,SG,3,1,60.1,0,0
2921,a,IMO,PSA,SG,2,0,0,1,-26.1
2921,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2921,a,IMO,PSA,SG,2,1,23.0,1,60.0
2921,a,IMO,PSA,SG,2,1,60.1,0,0
2800,,IMO,PSA,SG,3,0,0,1,22.9
2800,,IMO,PSA,SG,3,1,23.0,1,60.0
2800,,IMO,PSA,SG,3,1,60.1,0,0
1723,,IMO,PSA,SG,2,1,-26,1,22.9
1699,,IMO,PSA,SG,2,0,0,1,-26.1
1699,,IMO,PSA,SG,2,1,-26.0,1,22.9
1699,,IMO,PSA,SG,2,1,23.0,1,60.0
1699,,IMO,PSA,SG,2,1,60.1,0,0
2284,,IMO,PSA,SG,2,1,-26,1,22.9
1228,a,IMO,PSA,SG,1D,0,0,1,-26.1
1228,a,IMO,PSA,SG,2,1,-26,1,22.9
1858,b,IMO,PSA,SG,3,0,0,1,22.9
1858,b,IMO,PSA,SG,3,1,23.0,1,60.0
1858,b,IMO,PSA,SG,3,1,60.1,0,0
1238,,IMO,PSA,SG,2,0,0,1,-26.1
1238,,IMO,PSA,SG,2,1,-26.0,1,22.9
1238,,IMO,PSA,SG,2,1,23.0,1,60.0
1238,,IMO,PSA,SG,2,1,60.1,0,0
2969,c,IMO,PSA,SG,3,0,0,1,22.9
2969,c,IMO,PSA,SG,3,1,23.0,1,60.0
2969,c,IMO,PSA,SG,3,1,60.1,0,0
2705,,IMO,PSA,SG,2,0,0,1,-26.1
2705,,IMO,PSA,SG,2,1,-26.0,1,22.9
2705,,IMO,PSA,SG,2,1,23.0,1,60.0
2705,,IMO,PSA,SG,2,1,60.1,0,0
325,,IMO,PSA,SG,2,0,0,1,-26.1
325,,IMO,PSA,SG,2,1,-26.0,1,22.9
325,,IMO,PSA,SG,2,1,23.0,1,60.0
325,,IMO,PSA,SG,2,1,60.1,0,0
257,,IMO,PSA,SG,2,0,0,1,-26.1
257,,IMO,PSA,SG,2,1,-26.0,1,22.9
257,,IMO,PSA,SG,2,1,23.0,1,60.0
257,,IMO,PSA,SG,2,1,60.1,0,0
1106,b,IMO,PSA,SG,2S,1,23,1,60
1907,,IMO,PSA,SG,3,0,0,1,22.9
1907,,IMO,PSA,SG,3,1,23.0,1,60.0
1907,,IMO,PSA,SG,3,1,60.1,0,0
1605,,IMO,PSA,SG,2,0,0,1,-26.1
1605,,IMO,PSA,SG,2,1,-26.0,1,22.9
1605,,IMO,PSA,SG,2,1,23.0,1,60.0
1605,,IMO,PSA,SG,2,1,60.1,0,0
2834,,IMO,PSA,SG,3,0,0,1,22.9
2834,,IMO,PSA,SG,3,1,23.0,1,60.0
2834,,IMO,PSA,SG,3,1,60.1,0,0
3267,a,IMO,PSA,SG,2,0,0,1,-26.1
3267,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3267,a,IMO,PSA,SG,2,1,23.0,1,60.0
3267,a,IMO,PSA,SG,2,1,60.1,0,0
1590,,IMO,PSA,SG,3,0,0,1,22.9
1590,,IMO,PSA,SG,3,1,23.0,1,60.0
1590,,IMO,PSA,SG,3,1,60.1,0,0
2571,a,IMO,PSA,SG,2,0,0,1,-26.1
2571,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2571,a,IMO,PSA,SG,2,1,23.0,1,60.0
2571,a,IMO,PSA,SG,2,1,60.1,0,0
3025,a,IMO,PSA,SG,2,1,23,1,60
3019,b,IMO,PSA,SG,2,1,23,1,60
2917,c,IMO,PSA,SG,2,0,0,1,-26.1
2917,c,IMO,PSA,SG,2,1,-26.0,1,22.9
2917,c,IMO,PSA,SG,2,1,23.0,1,60.0
2917,c,IMO,PSA,SG,2,1,60.1,0,0
2991,a,IMO,PSA,SG,2,1,23,1,60
1935,c,IMO,PSA,SG,2,0,0,1,-26.1
1935,c,IMO,PSA,SG,2,1,-26.0,1,22.9
1935,c,IMO,PSA,SG,2,1,23.0,1,60.0
1935,c,IMO,PSA,SG,2,1,60.1,0,0
1567,,IMO,PSA,SG,2,0,0,1,-26.1
1567,,IMO,PSA,SG,2,1,-26.0,1,22.9
1567,,IMO,PSA,SG,2,1,23.0,1,60.0
1567,,IMO,PSA,SG,2,1,60.1,0,0
1987,a,IMO,PSA,SG,1S,0,0,1,-26.1
1987,a,IMO,PSA,SG,2S,1,-26,1,22.9
2715,,IMO,PSA,SG,3,0,0,1,22.9
2715,,IMO,PSA,SG,3,1,23.0,1,60.0
2715,,IMO,PSA,SG,3,1,60.1,0,0
3109,b,IMO,PSA,SG,2,0,0,1,-26.1
3109,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3109,b,IMO,PSA,SG,2,1,23.0,1,60.0
3109,b,IMO,PSA,SG,2,1,60.1,0,0
3411,b,IMO,PSA,SG,3,0,0,1,22.9
3411,b,IMO,PSA,SG,3,1,23.0,1,60.0
3411,b,IMO,PSA,SG,3,1,60.1,0,0
2733,b,IMO,PSA,SG,1D,0,0,1,-26.1
1353,b,IMO,PSA,SG,2,0,0,1,-26.1
1353,b,IMO,PSA,SG,2,1,-26.0,1,22.9
1353,b,IMO,PSA,SG,2,1,23.0,1,60.0
1353,b,IMO,PSA,SG,2,1,60.1,0,0
55,,IMO,PSA,SG,2,0,0,1,-26.1
