unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
1133,c,ADHESIVES,containing flammable liquid(vapour pressure at 50°C not more than 110kPa),胶黏剂类,"含有易燃液体 (50°C时,蒸气压不大于110kPa)",F1,3,3,II,5L,640D,E2,P001 IBC02 R001,MP19,PP1,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1133,d,ADHESIVES,containing flammable liquid,胶黏剂类,含有易燃液体,F1,3,3,III,5L,640E,E1,P001 IBC03 LP01 R001,MP19,PP1,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1133,e,ADHESIVES,containing flammable liquid(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C more than 110kPa),胶黏剂类,"含有易燃液体 (闪点在23°C以下,黏度参照JT/T617.2 —2018中 5.3.1.4)(50°C时,蒸气压大于110kPa)",F1,3,3,III,5L,,E1,P001 R001,MP19,PP1,,,,,,3 (E),,,,S2,
1133,f,ADHESIVES,containing flammable liquid(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C more than 110kPa),胶黏剂类,"含有易燃液体 (闪点在23°C以下,黏度参照JT/T617.2 —2018中 5.3.1.4)(50°C时,蒸气压不大于110kPa)",F1,3,3,III,5L,,E1,P001 IBC02 R001,MP19,PP1 BB4,,,,,,3 (E),,,,S2,
1134,,CHLOROBENZENE,,氯苯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1135,,ETHYLENE CHLOROHYDRIN,,2-氯乙醇,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP37,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1136,a,"COAL TAR DISTILLATES, FLAMMABLE",,"煤焦油馏出物,易燃的",,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1136,b,"COAL TAR DISTILLATES, FLAMMABLE",,"煤焦油馏出物,易燃的",,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,LGBF,TP1 TP29,,FL,3 (D/E),V12,,,S2,30
1139,a,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining)",涂料溶液,"(包括工业上使用或其他用途的表面处理涂料或油漆,例如车辆的底漆、桶或圆桶的里面漆)",F1,3,3,I,500mL,,E3,P001,MP7 MP17,,T11,L4BN,TP1 TP8 TP27,,FL,1 (D/E),,,,S2 S20,33
1139,b,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining) (vapour pressure at 50°C more than 110kPa)",涂料溶液,"(包括工业上使用或其他用途的表面处理涂料或油漆,例如车辆的底漆、桶或圆桶的里面漆)(50°C时蒸气压大于110kPa)",F1,3,3,II,5L,640C,E2,P001,MP19,,T4,L1. 5 BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1139,c,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining)(vapour pressure at 50°C not more than 110kPa)",涂料溶液,"(包括工业上使用或其他用途的表面处理涂料或油漆,例如车辆的底漆、桶或圆桶的里面漆)(50°C时蒸气压不大于110kPa)",F1,3,3,II,5L,640D,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1139,d,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining)",涂料溶液,"(包括用于工业或其他用途的表面处理剂或涂料,例如车辆的底漆,圆桶或琵琶桶的面料)(无黏度的)非黏性的",F1,3,3,III,5L,640E,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1139,e,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining)(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C more than 110kPa)",涂料溶液,"(包括用于工业或其他用途的表面处理剂或涂料,例如车辆的底漆,圆桶或琵琶桶的面料) (闪点在23°C以下,黏度参照JT/T617.2-2018中 5.3.1.4)(50°C时蒸气压大于110kPa)",F1,3,3,III,5L,,E1,P001 R001,MP19,,,,,,,3 (E),,,,S2,
1139,f,COATING SOLUTION,"(includes surface treatments or coatings used for industrial or other purposes such as vehicle under coating, drum or barrel lining)(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C not more than 110kPa)",涂料溶液,"(包括用于工业或其他用途的表面处理剂或涂料,例如车辆的底漆,圆桶或琵琶桶的面料) (闪点在23°C以下,黏度参照JT/T617.2-2018中 5.3.1.4)(50°C时蒸气压不大于110kPa)",F1,3,3,III,5L,,E1,P001 IBC02 R001,MP19,BB4,,,,,,3 (E),,,,S2,
1143,a,"CROTONALDEHYDE, STABILIZED",,"巴豆醛,稳定的",,TF1,6.1,6.1+3,I,0,324 354,E0,P602,MP8 MP17,,T20,L10 CH,TP2 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1143,b,"CROTONALDEHYDE, STABILIZED",,"丁烯醛,稳定的",,TF1,6.1,6.1+3,I,0,324 354,E0,P602,MP8 MP17,,T20,L10 CH,TP2 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1144,,CROTONYLENE,,巴豆炔,,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,339
1145,,CYCLOHEXANE,,环己烷,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1146,,CYCLOPENTANE,,环戊烷,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T7,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1147,,DECAHYDRO-NAPHTHALENE,,十氢化萘,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1148,a,DIACETONE ALCOHOL,,双丙酮醇,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1148,b,DIACETONE ALCOHOL,,双丙酮醇,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1149,,DIBUTYL ETHERS,,二丁醚类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1150,,"1,2-DICHL ORO ETHY LENE",,"1,2-二氯乙烯",,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T7,LGBF,TP2,,FL,2 (D/E),,,,S2 S20,33
1152,,DICHLOROPE NTANES,,二氯戊烷类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1153,a,ETHYLENE GLYCOL DIETHYL ETHER,,乙二醇二乙醚,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1153,b,ETHYLENE GLYCOL DIETHYL ETHER,,乙二醇二乙醚,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1154,,DIETHYLAMINE,,二乙胺,,FC,3,3+8,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,,FL,2 (D/E),,,,S2 S20,338
1155,a,DIETHYL ETHER,,二乙醚,,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
1155,b,ETHYL ETHER,,乙醚,,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
1156,,DIETHYL KETONE,,二乙酮,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1157,,DIISOBUTYL KETONE,,二异丁基 (甲)酮,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1158,,DIISOPROPYLAMINE,,二异丙胺,,FC,3,3+8,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,,FL,2 (D/E),,,,S2 S20,338
1159,,DIISOPROPYL ETHER,,二异丙基醚,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1160,,DIMETHYLAM-INE AQUEOUS SOLUTION,,"二甲胺,水溶液",,FC,3,3+8,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,,FL,2 (D/E),,,,S2 S20,338
1161,,DIMETHYL CARBONATE,,碳酸二甲酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1162,,DIMETHYLDICHLORO-SILANE,,二甲基二氯硅烷,,FC,3,3+8,II,0,,E0,P010,MP19,,T10,L4BH,TP2 TP7,,FL,2 (D/E),,,,S2 S20,X338
1163,,"DIMETHYLHYDRAZINE, UNSYMMETR-ICAL",,"二甲肼,不对称",,TFC,6.1,6.1+3+8,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1164,,DIMETHYL SULPHIDE,,二甲硫,,F1,3,3,II,1L,,E2,P001 IBC02,MP19,B8,T7,L1. 5B N,TP2,,FL,2 (D/E),,,,S2 S20,33
1165,,DIOXANE,,二恶烷,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1166,,DIOXOLANE,,二氧戊杯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1167,,"DIVINYL ETHER, STABILIZED",,"二乙烯基醚,稳定的",,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,339
1169,a,"EXTRACTS, AROMATIC, LIQUID",(vapour pressure at 50°C more than 110kPa),"萃取香料,液体的",(50°C时蒸气压大于110kPa),F1,3,3,II,5L,601 640C,E2,P001,MP19,,T4,L1. 5BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1169,b,"EXTRACTS, AROMATIC, LIQUID",(vapour pressure at 50°C not more than 110kPa),"萃取香料,液体的",(50°C时蒸气压不大于110kPa),F1,3,3,II,5L,601 640D,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1169,c,"EXTRACTS, AROMATIC, LIQUID",,"萃取香料,液体的",,F1,3,3,III,5L,601 640E,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1169,d,"EXTRACTS, AROMATIC, LIQUID",(having a flash-point below 23°C and viscous according to JT/T 617. 2— 2018 5. 3. 1. 4) (vapour pre-ssure at 50°C more than 110kPa),"萃取香料,液体的","(闪点在 23°C以下,黏度参照JT/T617.2—2018 中5.3.1.4) (50°C时蒸气压大于110kPa)",F1,3,3,III,5L,601,E1,P001 R001,MP19,,,,,,,3 (E),,,,S2,
1169,e,"EXTRACTS, AROMATIC, LIQUID",(hav-ing a flash-point below 23°C and viscous according to JT/T 617. 2— 2018 5. 3. 1. 4) (vapour pres-sure at 50°C not more than 110kPa),"萃取香料,液体的","(闪点在 23°C以下,黏度参照JT/T617.2—2018 中5.3.1.4) (50°C时蒸气压不大于110kPa)",F1,3,3,III,5L,601,E1,P001 IBC02 R001,MP19,BB4,,,,,,3 (E),,,,S2,
1170,a,ETHANOL,,乙醇,,F1,3,3,II,1L,144 601,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1170,b,ETHYL ALCOHOL,,乙醇,,F1,3,3,II,1L,144 601,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1170,c,ETHANOL SOLUTION,,乙醇溶液,,F1,3,3,II,1L,144 601,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1170,d,ETHYL ALCOHOL SOLUTION,,乙醇溶液,,F1,3,3,II,1L,144 601,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1170,e,ETHANOL SOLUTION,,乙醇溶液,,F1,3,3,III,5L,144 601,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1170,f,ETHYL ALCOHOL SOLUTION,,乙醇溶液,,F1,3,3,III,5L,144 601,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1171,,ETHYLENE GLYCOL MONOETHYL ETHER,,乙二醇一乙醚,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1172,,ETHYLENE GLYCOL MONOETHYL ETHER ACETATE,,乙酸乙二醇一乙醚酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1173,,ETHYL ACETATE,,乙酸乙酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1175,,ETHYLBENZENE,,乙苯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1176,,ETHYL BORATE,,硼酸乙酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1177,,2-ETHYLBUTYL ACETATE,,乙酸-2-乙基丁酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1178,,2-ETHYLBU TYRALDEHYDE,,2-乙基丁醛,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1179,,ETHYL BUTYL ETHER,,乙基丁基醚,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1180,,ETHYL BUTYRATE,,丁酸乙酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1181,,ETHYL CHLOROA CETATE,,氯乙酸乙酯,,TF1,6.1,6.1+3,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2S9 S19,63
1182,,ETHYL CHLOROF ORMATE,,氯甲酸乙酯,,TFC,6.1,6.1+3+8,I,0,354,E0,P602,MP8 MP17,,T20,L10 CH,TP2 TP37,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1183,,ETHYL DICHLORO SILANE,,乙基二氯硅烷,,WFC,4.3,4.3+3+8,I,0,,E0,P401,MP2,RR7,T14,L10 DH,TP2 TP7,TU14 TU23 TE21 TM2 TM3,FL,0 (B/E),V1,,CV23,S2 S20,X338
1184,,ETHYLENE DICHLORIDE,,二氯化乙烯,,FT1,3,3+6.1,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,TU15,FL,2 (D/E),,,CV13 CV28,S2 S19,336
1185,,"ETHYLENEIMI NE,STABIL-IZED",,"乙撑亚胺,稳定的",,TF1,6.1,6.1+3,I,0,354,E0,P601,MP2,,T22,L15 CH,TP2,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1188,,ETHYLENE GLYCOL MONOMETHYL ETHER,,乙二醇一甲醚,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1189,,ETHYLENE GLYCOL MONOMETHYL ETHER ACETATE,,乙酸乙二醇一甲醚酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1190,,ETHYL FORMATE,,甲酸乙酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1191,,OCTYL ALDEHYDES,,辛醛类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1192,,ETHYL LACTATE,,乳酸乙酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1193,a,ETHYL METHYL KETONE,,乙基甲基酮,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1193,b,METHYL ETHYL KETONE),,甲乙酮,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1194,,ETHYL NITRITE SOLUTION,,亚硝酸乙酯溶液,,FT1,3,3+6.1,I,0,,E0,P001,MP7 MP17,,,L10CH,,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
1195,,ETHYL PROPIONATE,,丙酸乙酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1196,,ETHYL TRICHLOROSI LANE,,乙基三氯硅烷,,FC,3,3+8,II,0,,E0,P010,MP19,,T10,L4BH,TP2 TP7,,FL,2 (D/E),,,,S2 S20,X338
1197,a,"EXTRACTS, FLAVOURING, LIQUID",(vapour pressure at 50°C more than 110kPa),"萃取调味品,液体的",(50°C时蒸气压大于110kPa),F1,3,3,II,5L,601 640C,E2,P001,MP19,,T4,L1. 5 BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1197,b,"EXTRACTS, FLAVOURING, LIQUID",(vapour pressure at 50°C not more than 110kPa),"萃取调味品,液体的",(50°C时蒸气压不大于110kPa),F1,3,3,II,5L,601 640D,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1197,c,"EXTRACTS, FLAVOURING, LIQUID",,"萃取调味品,液体的",,F1,3,3,III,5L,601 640E,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1197,d,"EXTRACTS, FLAVOURING, LIQUID",(hav-ing a flash-point below 23°C and viscous accor-ding to JT/T 617.2-2018 5.3.1.4) (vapour pressure at 50°C more than 110kPa),"萃取调味品,液体的","(闪点在23°C以下,黏度参照JT/T617.2-2018中5.3.1.4)(50°C时蒸气压大于110kPa)",F1,3,3,III,5L,601,E1,P001 R001,MP19,,,,,,,3 (E),,,,S2,
1197,e,"EXTRACTS, FLAVOURING, LIQUID",(having a flash-point below 23°C and viscous according to JT/T 617.2-2018 5.3.1.4) (vapour pressure at 50°C not more than 110kPa),"萃取调味品,液体的","(闪点在23°C以下,黏度参照JT/T617.2-2018中5.3.1.4) (50°C时蒸气压不大于110kPa)",F1,3,3,III,5L,601,E1,P001 IBC02 R001,MP19,BB4,,,,,,3 (E),,,,S2,
1198,,"FORMALDEHYDE SOLUTION, FLAMMABLE",,"甲醛溶液,易燃",,FC,3,3+8,III,5L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,FL,3 (D/E),V12,,,S2,38
1199,,FURALDEHYDES,,糠醛,,TF1,6.1,6.1+3,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2S9 S19,63
1201,a,FUSEL OIL,,杂醇油,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1201,b,FUSEL OIL,,杂醇油,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1202,a,"GAS OIL or DIESEL FUEL or HEATING OIL,LIGHT",(flash-point not more than 60°C),"瓦斯油或柴油或燃料油,轻的",(闪点不大于60°C),F1,3,3,III,5L,363 640K 664,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1202,b,DIESEL FUEL,"complying with standard EN590: 2004 or GAS OIL or HEAT ING OIL, LIGHT with a flash-point as specified in EN590: 2009 + A1: 2010","柴油,符合 EN590:2004 标准的,或瓦斯油或轻质燃料油,其闪点列入EN590:2009+A1: 2010的",,F1,3,3,III,5L,363 640L 664,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,AT,3 (D/E),V12,,,S2,30
1202,c,"GAS OIL or DIESEL FUEL or HEATING OIL,LIGHT",(flash-point more than 60°C and not more than 100°C),"瓦斯油或柴油或燃料油,轻的","(闪点大于60°C,但不高于100°C)",F1,3,3,III,5L,363 640M 664,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBV,TP1,,AT,3 (D/E),V12,,,,30
1203,a,MOTOR SPIRIT,,车用汽油,,F1,3,3,II,1L,243 534 363 664,E2,P001 IBC02 R001,MP19,BB2,T4,LGBF,TP1,TU9,FL,2 (D/E),,,,S2 S20,33
1203,b,GASOLINE,,汽油,,F1,3,3,II,1L,243 534 363 664,E2,P001 IBC02 R001,MP19,BB2,T4,LGBF,TP1,TU9,FL,2 (D/E),,,,S2 S20,33
1203,c,PETROL,,车用汽油或汽油,,F1,3,3,II,1L,243 534 363 664,E2,P001 IBC02 R001,MP19,BB2,T4,LGBF,TP1,TU9,FL,2 (D/E),,,,S2 S20,33
1204,,NITROGLYCERIN SOLUTION IN ALCOHOL,with not more than 1% nitroglycerin,硝化甘油酒精溶液,含硝化甘油不超过1%,D,3,3,II,1L,601,E0,P001 IBC02,MP2,PP5,,,,,,2 (B),,,,S2 S14,
1206,,HEPTANES,,庚烷类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1207,,HEXALDEHYDE,,己醛,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1208,,HEXANES,,己烷类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1210,a,PRINTING INK,flammable,印刷油墨,易燃的,F1,3,3,I,500mL,163 367,E3,P001,MP7 MP17,,T11,L4BN,TP1 TP8,,FL,1 (D/E),,,,S2 S20,33
1210,b,PRINTING INK RELATED MATERRIAL,"(including printing ink thinning or reducing compound), flammable",印刷油墨相关材料,"(包括印刷油墨稀释剂或调稀剂),易燃的",F1,3,3,I,500mL,163 367,E3,P001,MP7 MP17,,T11,L4BN,TP1 TP8,,FL,1 (D/E),,,,S2 S20,33
1210,c,PRINTING INK,flammable(vapour pressure at 50°C more than 110kPa),印刷油墨,易燃的(50°C时蒸气压大于110kPa),F1,3,3,II,5L,163 367 640C,E2,P001,MP19,PP1,T4,L1. 5 BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1210,d,PRINTING INK RELATED MATERRIAL,"(including printing ink thinning or reducing compound), flammable(vapour pressure at 50°C more than 110kPa)",印刷油墨相关材料,"(包括印刷油墨稀释剂或调稀剂),易燃的(50°C时蒸气压大于110kPa)",F1,3,3,II,5L,163 367 640C,E2,P001,MP19,PP1,T4,L1. 5 BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1210,e,PRINTING INK,flammable(vapour pressure at 50°C not more than 110kPa),印刷油墨,易燃的(50°C时蒸气压不大于110kPa),F1,3,3,II,5L,163 367 640D,E2,P001 IBC02 R001,MP19,PP1,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1210,f,PRINTING INK RELATED MATERRIAL,"(including printing ink thinning or reducing compound), flammable(vapour pressure at 50°C not more than 110kPa)",印刷油墨相关材料,"(包括印刷油墨稀释剂或调稀剂),易燃的(50°C时蒸气压不大于110kPa)",F1,3,3,II,5L,163 367 640D,E2,P001 IBC02 R001,MP19,PP1,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1210,g,PRINTING INK,flammable,"印刷油墨,易燃的,或印刷油墨相关材料",易燃的,F1,3,3,III,5L,163 367 640E,E1,P001 IBC03 LP01 R001,MP19,PP1,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1210,h,PRINTING INK RELATED MATERRIAL,"(including printing ink thinning or reducing compound), flammable",印刷油墨相关材料,"(包括印刷油墨稀释剂或调稀剂),易燃的",F1,3,3,III,5L,163 367 640E,E1,P001 IBC03 LP01 R001,MP19,PP1,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1210,i,PRINTING INK,flammable(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C more than 110kPa),"印刷油墨,易燃的","易燃的,(闪点在23°C以下,黏度参照JT/T617.2—2018 中5.3.1.4) (50°C时蒸气压大于110kPa)",F1,3,3,III,5L,163 367,E1,P001 R001,MP19,PP1,,,,,,3 (E),,,,S2,
1210,j,PRINTING INK RELATED MATERRIAL,"(including printing ink thinning or reducing compound), flammable(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C more than 110kPa)",印刷油墨相关材料,"(包括印刷油墨稀释剂或调稀剂)易燃的,(闪点在23°C以下,黏度参照JT/T617.2—2018 中5.3.1.4) (50°C时蒸气压大于110kPa)",F1,3,3,III,5L,163 367,E1,P001 R001,MP19,PP1,,,,,,3 (E),,,,S2,
1210,k,PRINTING INK,flammable(having a flash-point below 23°C and viscous according to JT/T 617.2—2018 5.3.1.4)(vapour pressure at 50°C not more than 110kPa),"印刷油墨,易燃的","易燃的,(闪点在23°C以下,黏度参照JT/T617.2—2018 中5.3.1.4) (50°C时蒸气压不大于110kPa)",F1,3,3,III,5L,163 367,E1,P001 IBC02 R001,MP19,PP1 BB4,,,,,,3 (E),,,,S2,
