TariffCode,AttributeName,AttributeValue
3210000099,COMMODITYTYPE,DGC
3211000000,COMMODITYTYPE,DGC
3212900000,COMMODITYTYPE,DGC
3213100000,COMMODITYTYPE,DGC
3213900000,COMMODITYTYPE,DGC
3214109000,COMMODITYTYPE,DGC
3214900010,COMMODITYTYPE,DGC
3214900090,COMMODITYTYPE,DGC
3215110090,COMMODITYTYPE,DGC
3215190090,COMMODITYTYPE,DGC
3215901000,COMMODITYTYPE,DGC
3215909000,COMMODITYTYPE,DGC
3301291000,COMMODITYTYPE,DGC
3301299999,COMMODITYTYPE,DGC
3301901090,COMMODITYTYPE,DGC
3301909000,COMMODITYTYPE,DGC
3302900000,COMMODITYTYPE,DGC
3402130010,COMMODITYTYPE,DGC
3402209000,COMMODITYTYPE,DGC
3402900090,COMMODITYTYPE,DGC
3403110000,COMMODITYTYPE,DGC
3403190000,COMMODITYTYPE,DGC
3403990000,COMMODITYTYPE,DGC
3405100000,COMMODITYTYPE,DGC
3405200000,COMMODITYTYPE,DGC
3405300000,COMMODITYTYPE,DGC
3505100000,COMMODITYTYPE,DGC
3506100090,COMMODITYTYPE,DGC
3506911000,COMMODITYTYPE,DGC
3506912000,COMMODITYTYPE,DGC
3506919020,COMMODITYTYPE,DGC
3506919090,COMMODITYTYPE,DGC
3506990000,COMMODITYTYPE,DGC
3602001010,COMMODITYTYPE,DGC
3602001099,COMMODITYTYPE,DGC
3602009010,COMMODITYTYPE,DGC
3602009091,COMMODITYTYPE,DGC
3602009099,COMMODITYTYPE,DGC
3606100000,COMMODITYTYPE,DGC
3606901900,COMMODITYTYPE,DGC
3606909000,COMMODITYTYPE,DGC
3707100001,COMMODITYTYPE,DGC
3707100090,COMMODITYTYPE,DGC
3707901000,COMMODITYTYPE,DGC
3707909000,COMMODITYTYPE,DGC
3805100000,COMMODITYTYPE,DGC
3805901000,COMMODITYTYPE,DGC
3806101000,COMMODITYTYPE,DGC
3806201000,COMMODITYTYPE,DGC
3806900000,COMMODITYTYPE,DGC
3807000000,COMMODITYTYPE,DGC
3808520000,COMMODITYTYPE,DGC
3808911900,COMMODITYTYPE,DGC
3808919000,COMMODITYTYPE,DGC
3808940090,COMMODITYTYPE,DGC
3809930000,COMMODITYTYPE,DGC
3814000000,COMMODITYTYPE,DGC
3815110000,COMMODITYTYPE,DGC
3817000000,COMMODITYTYPE,DGC
3822009000,COMMODITYTYPE,DGC
3824100000,COMMODITYTYPE,DGC
3824710011,COMMODITYTYPE,DGC
3824710013,COMMODITYTYPE,DGC
3824710014,COMMODITYTYPE,DGC
3824760000,COMMODITYTYPE,DGC
3824790000,COMMODITYTYPE,DGC
3824820000,COMMODITYTYPE,DGC
3824880000,COMMODITYTYPE,DGC
3824991000,COMMODITYTYPE,DGC
3824992000,COMMODITYTYPE,DGC
3824999920,COMMODITYTYPE,DGC
3824999930,COMMODITYTYPE,DGC
3824999999,COMMODITYTYPE,DGC
3825690000,COMMODITYTYPE,DGC
3905990000,COMMODITYTYPE,DGC
3906909000,COMMODITYTYPE,DGC
3907109090,COMMODITYTYPE,DGC
3907209000,COMMODITYTYPE,DGC
3907400000,COMMODITYTYPE,DGC
3907910000,COMMODITYTYPE,DGC
3908901000,COMMODITYTYPE,DGC
3908902000,COMMODITYTYPE,DGC
3908909000,COMMODITYTYPE,DGC
3909200000,COMMODITYTYPE,DGC
3910000000,COMMODITYTYPE,DGC
3911900090,COMMODITYTYPE,DGC
3912200000,COMMODITYTYPE,DGC
3917290000,COMMODITYTYPE,DGC
3917320000,COMMODITYTYPE,DGC
3917330000,COMMODITYTYPE,DGC
3920790000,COMMODITYTYPE,DGC
3921909090,COMMODITYTYPE,DGC
7403290000,COMMODITYTYPE,DGC
7603100010,COMMODITYTYPE,DGC
7603100090,COMMODITYTYPE,DGC
7903100000,COMMODITYTYPE,DGC
7903900010,COMMODITYTYPE,DGC
7903900090,COMMODITYTYPE,DGC
8104110000,COMMODITYTYPE,DGC
8104300010,COMMODITYTYPE,DGC
8104901000,COMMODITYTYPE,DGC
8107200000,COMMODITYTYPE,DGC
8108203000,COMMODITYTYPE,DGC
8109200090,COMMODITYTYPE,DGC
8110102000,COMMODITYTYPE,DGC
8111001090,COMMODITYTYPE,DGC
8112120000,COMMODITYTYPE,DGC
8112510000,COMMODITYTYPE,DGC
8112929011,COMMODITYTYPE,DGC
8112929019,COMMODITYTYPE,DGC
8112929091,COMMODITYTYPE,DGC
8112929099,COMMODITYTYPE,DGC
8112999090,COMMODITYTYPE,DGC
2905122000,COMMODITYTYPE,DGC
2905130000,COMMODITYTYPE,DGC
2905141000,COMMODITYTYPE,DGC
2905142000,COMMODITYTYPE,DGC
2905143000,COMMODITYTYPE,DGC
2905199090,COMMODITYTYPE,DGC
2905290000,COMMODITYTYPE,DGC
2905399099,COMMODITYTYPE,DGC
2905590020,COMMODITYTYPE,DGC
2905590040,COMMODITYTYPE,DGC
2905590090,COMMODITYTYPE,DGC
2906120010,COMMODITYTYPE,DGC
2906120090,COMMODITYTYPE,DGC
2906199090,COMMODITYTYPE,DGC
2906299090,COMMODITYTYPE,DGC
2907111000,COMMODITYTYPE,DGC
2907119000,COMMODITYTYPE,DGC
2907121100,COMMODITYTYPE,DGC
2907121200,COMMODITYTYPE,DGC
2907121900,COMMODITYTYPE,DGC
2907131000,COMMODITYTYPE,DGC
2907139000,COMMODITYTYPE,DGC
2907191010,COMMODITYTYPE,DGC
2907199090,COMMODITYTYPE,DGC
2907210001,COMMODITYTYPE,DGC
2907221000,COMMODITYTYPE,DGC
2907291000,COMMODITYTYPE,DGC
2907299010,COMMODITYTYPE,DGC
2907299090,COMMODITYTYPE,DGC
2908110000,COMMODITYTYPE,DGC
2908191000,COMMODITYTYPE,DGC
2908199023,COMMODITYTYPE,DGC
2908199090,COMMODITYTYPE,DGC
2908910000,COMMODITYTYPE,DGC
2908920000,COMMODITYTYPE,DGC
2908991010,COMMODITYTYPE,DGC
2908991090,COMMODITYTYPE,DGC
2908999024,COMMODITYTYPE,DGC
2908999030,COMMODITYTYPE,DGC
2908999090,COMMODITYTYPE,DGC
2909110000,COMMODITYTYPE,DGC
2909191000,COMMODITYTYPE,DGC
2909199012,COMMODITYTYPE,DGC
2909199090,COMMODITYTYPE,DGC
2909309016,COMMODITYTYPE,DGC
2909309090,COMMODITYTYPE,DGC
2909430000,COMMODITYTYPE,DGC
2909440000,COMMODITYTYPE,DGC
2909499000,COMMODITYTYPE,DGC
2909500000,COMMODITYTYPE,DGC
2909600000,COMMODITYTYPE,DGC
2910100000,COMMODITYTYPE,DGC
2910200000,COMMODITYTYPE,DGC
2910300000,COMMODITYTYPE,DGC
2910400000,COMMODITYTYPE,DGC
2910500000,COMMODITYTYPE,DGC
2910900090,COMMODITYTYPE,DGC
2911000000,COMMODITYTYPE,DGC
2912110000,COMMODITYTYPE,DGC
2912120000,COMMODITYTYPE,DGC
2912190030,COMMODITYTYPE,DGC
2912190090,COMMODITYTYPE,DGC
2912299000,COMMODITYTYPE,DGC
2912491000,COMMODITYTYPE,DGC
2912499090,COMMODITYTYPE,DGC
2912500010,COMMODITYTYPE,DGC
2912500090,COMMODITYTYPE,DGC
2912600000,COMMODITYTYPE,DGC
2913000010,COMMODITYTYPE,DGC
2913000090,COMMODITYTYPE,DGC
2914110000,COMMODITYTYPE,DGC
2914120000,COMMODITYTYPE,DGC
2914130000,COMMODITYTYPE,DGC
2914190010,COMMODITYTYPE,DGC
2914190090,COMMODITYTYPE,DGC
2914220000,COMMODITYTYPE,DGC
2914299090,COMMODITYTYPE,DGC
2914399011,COMMODITYTYPE,DGC
2914399012,COMMODITYTYPE,DGC
2914399013,COMMODITYTYPE,DGC
2914400090,COMMODITYTYPE,DGC
2914509090,COMMODITYTYPE,DGC
2914690090,COMMODITYTYPE,DGC
2914710000,COMMODITYTYPE,DGC
2914790011,COMMODITYTYPE,DGC
2914790012,COMMODITYTYPE,DGC
2914790014,COMMODITYTYPE,DGC
2914790090,COMMODITYTYPE,DGC
2915110000,COMMODITYTYPE,DGC
2915120000,COMMODITYTYPE,DGC
2915130000,COMMODITYTYPE,DGC
2915219020,COMMODITYTYPE,DGC
2915240000,COMMODITYTYPE,DGC
2915299023,COMMODITYTYPE,DGC
2915299090,COMMODITYTYPE,DGC
2915310000,COMMODITYTYPE,DGC
2915320000,COMMODITYTYPE,DGC
2915330000,COMMODITYTYPE,DGC
2915390090,COMMODITYTYPE,DGC
2915400010,COMMODITYTYPE,DGC
2915400090,COMMODITYTYPE,DGC
2915501000,COMMODITYTYPE,DGC
2915509000,COMMODITYTYPE,DGC
2915600000,COMMODITYTYPE,DGC
2915900020,COMMODITYTYPE,DGC
2915900090,COMMODITYTYPE,DGC
2916110000,COMMODITYTYPE,DGC
2916121000,COMMODITYTYPE,DGC
2916122000,COMMODITYTYPE,DGC
2916123001,COMMODITYTYPE,DGC
2916123090,COMMODITYTYPE,DGC
2916129000,COMMODITYTYPE,DGC
2916130010,COMMODITYTYPE,DGC
2916140010,COMMODITYTYPE,DGC
2916140090,COMMODITYTYPE,DGC
2916160000,COMMODITYTYPE,DGC
2916190090,COMMODITYTYPE,DGC
2916209090,COMMODITYTYPE,DGC
2916310000,COMMODITYTYPE,DGC
2916320000,COMMODITYTYPE,DGC
2916399090,COMMODITYTYPE,DGC
2917119000,COMMODITYTYPE,DGC
2917140000,COMMODITYTYPE,DGC
2917190090,COMMODITYTYPE,DGC
2917201000,COMMODITYTYPE,DGC
2917349000,COMMODITYTYPE,DGC
2917350000,COMMODITYTYPE,DGC
2917399090,COMMODITYTYPE,DGC
2918110000,COMMODITYTYPE,DGC
2918130000,COMMODITYTYPE,DGC
2918180000,COMMODITYTYPE,DGC
2918190090,COMMODITYTYPE,DGC
2918300090,COMMODITYTYPE,DGC
2918910000,COMMODITYTYPE,DGC
2918990021,COMMODITYTYPE,DGC
2918990090,COMMODITYTYPE,DGC
2919100000,COMMODITYTYPE,DGC
2919900031,COMMODITYTYPE,DGC
2919900032,COMMODITYTYPE,DGC
2919900033,COMMODITYTYPE,DGC
2919900034,COMMODITYTYPE,DGC
2919900035,COMMODITYTYPE,DGC
2919900090,COMMODITYTYPE,DGC
2920110000,COMMODITYTYPE,DGC
2920190015,COMMODITYTYPE,DGC
2920190019,COMMODITYTYPE,DGC
2920190090,COMMODITYTYPE,DGC
2920230000,COMMODITYTYPE,DGC
2920240000,COMMODITYTYPE,DGC
2920291000,COMMODITYTYPE,DGC
2920300000,COMMODITYTYPE,DGC
2920900012,COMMODITYTYPE,DGC
2920900016,COMMODITYTYPE,DGC
2920900090,COMMODITYTYPE,DGC
2921110010,COMMODITYTYPE,DGC
2921110030,COMMODITYTYPE,DGC
2921110090,COMMODITYTYPE,DGC
2921191000,COMMODITYTYPE,DGC
2921192000,COMMODITYTYPE,DGC
2921194000,COMMODITYTYPE,DGC
2921199011,COMMODITYTYPE,DGC
2921199020,COMMODITYTYPE,DGC
2921199031,COMMODITYTYPE,DGC
2921199090,COMMODITYTYPE,DGC
2921211000,COMMODITYTYPE,DGC
2921219000,COMMODITYTYPE,DGC
2921229000,COMMODITYTYPE,DGC
050210,SupportsTSD,N
050290,SupportsTSD,N
050590,SupportsTSD,N
050690,SupportsTSD,N
050710,SupportsTSD,N
051199,SupportsTSD,N
252490,SupportsTSD,N
253090,SupportsTSD,N
280461,SupportsTSD,N
282919,SupportsTSD,N
290377,SupportsTSD,N
290379,SupportsTSD,N
290381,SupportsTSD,N
290389,SupportsTSD,N
290399,SupportsTSD,N
290930,SupportsTSD,N
291590,SupportsTSD,N
292159,SupportsTSD,N
292250,SupportsTSD,N
292412,SupportsTSD,N
293299,SupportsTSD,N
310510,SupportsTSD,N
330410,SupportsTSD,N
330420,SupportsTSD,N
330430,SupportsTSD,N
330491,SupportsTSD,N
330499,SupportsTSD,N
340111,SupportsTSD,N
340119,SupportsTSD,N
340120,SupportsTSD,N
340130,SupportsTSD,N
380400,SupportsTSD,N
380859,SupportsTSD,N
380891,SupportsTSD,N
380892,SupportsTSD,N
380893,SupportsTSD,N
380894,SupportsTSD,N
382482,SupportsTSD,N
382488,SupportsTSD,N
382590,SupportsTSD,N
401700,SupportsTSD,N
450190,SupportsTSD,N
510310,SupportsTSD,N
510320,SupportsTSD,N
510330,SupportsTSD,N
510400,SupportsTSD,N
700100,SupportsTSD,N
711292,SupportsTSD,N
711299,SupportsTSD,N
720410,SupportsTSD,N
720421,SupportsTSD,N
720429,SupportsTSD,N
720441,SupportsTSD,N
720449,SupportsTSD,N
740100,SupportsTSD,N
740400,SupportsTSD,N
760200,SupportsTSD,N
810600,SupportsTSD,N
811100,SupportsTSD,N
811292,SupportsTSD,N
811300,SupportsTSD,N
850610,SupportsTSD,N
850640,SupportsTSD,N
850660,SupportsTSD,N
850680,SupportsTSD,N
853530,SupportsTSD,N
853641,SupportsTSD,N
853649,SupportsTSD,N
853650,SupportsTSD,N
853931,SupportsTSD,N
853932,SupportsTSD,N
853939,SupportsTSD,N
901890,SupportsTSD,N
902511,SupportsTSD,N
902519,SupportsTSD,N
902580,SupportsTSD,N
902620,SupportsTSD,N
